Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,HDD(GB),Processor_Category,Display_Tier,GPU_Tier,Processor_Speed(Ghz),SSD(GB)
ASUS,729715.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,High-end,2.5,1024
HP,439054.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.5,512
ASUS,451465.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,3.0,1024
Other,531996.5,Intel,Yes,16,LP4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
Other,218270.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.0,512
Lenovo,227465.0,Intel,Yes,16,5,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
Lenovo,367465.0,AMD,Yes,32,LP5,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,3.5,1024
Other,339871.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,512
Other,372732.5,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,512
MSI,272965.0,Intel,Yes,16,5,LCD,Intel,0,Intel Ultra 7,Small,Low-end,5.0,512
Dell,554715.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,1024
MSI,244965.0,Intel,Yes,16,5,LCD,Intel,0,Intel Ultra 7,Small,Low-end,5.0,512
Lenovo,376215.0,AMD,Yes,32,LP5,LCD,AMD,0,AMD Ryzen 7,Large,Low-end,5.0,1024
Dell,125965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Samsung,241496.5,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
HP,381612.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,5.0,1024
MSI,402465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 9,Large,Mid-end,5.0,1024
Samsung,279996.5,Intel,No,16,LP4,LCD,Intel,0,Intel I7,Small,Low-end,2.0,512
Other,374139.5,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,5.0,512
Samsung,241465.0,Intel,No,8,LP4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
Samsung,237965.0,Intel,No,8,LP4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
ASUS,262465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,1024
ASUS,507465.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 9,Small,Low-end,2.5,1024
MSI,185465.0,AMD,No,8,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
ASUS,267715.0,Intel,No,16,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,181398.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Dell,156765.0,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
MSI,202965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,1.0,1024
HP,150157.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,256
Dell,232365.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Samsung,293965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I7,Small,Low-end,1.5,512
MSI,209965.0,Intel,Yes,16,5,LCD,Intel,0,Intel Ultra 5,Small,Low-end,1.0,512
Dell,520415.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I9,Small,Mid-end,5.5,1024
MSI,144221.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
ASUS,150465.0,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Dell,524965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,5.0,1024
Lenovo,124215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
Lenovo,138876.5,AMD,Yes,8,5,LCD,AMD,0,AMD Ryzen 5,Small,Low-end,3.0,512
ASUS,204834.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Large,Low-end,2.5,512
ASUS,244965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
Lenovo,227465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
HP,276370.5,Intel,No,16,LP5,LCD,Intel,0,Intel Ultra 5,Large,Entry-level,4.0,512
Dell,181965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.5,512
Lenovo,185115.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Entry-level,2.0,512
ASUS,244965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
MSI,220465.0,Intel,Yes,16,5,LCD,Intel,0,Intel Ultra 5,Small,Low-end,4.0,512
ASUS,234465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
Dell,125965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
MSI,489965.0,Intel,Yes,32,LP5,LCD,Intel,0,Intel Ultra 7,Large,Low-end,1.5,1024
Samsung,636965.0,Intel,No,32,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,5.0,1024
Samsung,241496.5,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 7,Large,Low-end,5.0,512
Samsung,258965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
MSI,199465.0,Intel,Yes,16,5,LCD,Intel,0,Intel Ultra 5,Small,Low-end,1.0,1024
Lenovo,125965.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
ASUS,339465.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 5,Large,Low-end,1.0,1024
MSI,524965.0,Intel,No,32,LP5,LCD,Intel,0,Intel Ultra 7,Small,Low-end,1.5,1024
ASUS,360465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 5,Large,Low-end,1.0,1024
Lenovo,173215.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Large,Entry-level,4.5,512
ASUS,339465.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,1.0,1024
HP,184096.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
Lenovo,118965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,256
HP,398965.0,AMD,No,16,5,LCD,AMD,0,AMD Ryzen 7,Large,Entry-level,5.0,1024
Lenovo,220850.0,AMD,No,16,LP4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Lenovo,295715.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,358715.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,5.0,1024
MSI,223965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
Lenovo,171465.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
MSI,286965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
Lenovo,188296.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
ASUS,244965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
MSI,559965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I9,Large,High-end,2.0,1024
MSI,524965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,High-end,2.0,1024
MSI,255465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.5,512
Lenovo,353465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,2.5,1024
MSI,279965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,1.5,512
MSI,216965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.5,512
HP,251965.0,Intel,No,16,5,LCD,Intel,0,Intel Ultra 5,Small,Low-end,4.0,512
MSI,293965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.5,1024
MSI,290465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.5,512
MSI,279615.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.0,512
MSI,248465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.5,512
MSI,283465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,1.5,512
MSI,269465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.5,512
MSI,286965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.0,512
MSI,304465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,1.5,512
Lenovo,300965.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,4.5,1024
Lenovo,353465.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
Dell,305445.0,Intel,No,16,LP5,LCD,Intel,0,Intel Ultra 5,Small,Low-end,4.0,512
Lenovo,391475.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,1024
MSI,363965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.0,1024
Acer,157465.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,3.5,1024
ASUS,699965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I9,Large,High-end,1.5,1024
HP,437465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,1024
ASUS,769965.0,Intel,Yes,32,LP5,LCD,NVIDIA,0,Intel Ultra 9,Large,High-end,2.5,1024
ASUS,500465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 9,Small,High-end,4.0,1024
ASUS,314965.0,AMD,No,16,LP5,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,3.5,1024
Lenovo,206465.0,Intel,Yes,16,5,LCD,Intel,0,Intel I5,Large,Entry-level,4.5,512
Lenovo,440615.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
Lenovo,321996.5,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,4.0,512
Lenovo,169680.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
Lenovo,437115.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,3.5,1024
Lenovo,118965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
Lenovo,377965.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 9,Small,Low-end,3.5,1024
MSI,559965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.5,1024
Lenovo,1303715.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,2.0,1024
MSI,664965.0,Intel,No,32,5,LCD,NVIDIA,0,Intel I7,Large,High-end,5.5,1024
Lenovo,209965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,1.5,512
Lenovo,251965.0,AMD,No,16,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Low-end,4.0,512
ASUS,265965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
Dell,745465.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel Ultra 9,Large,High-end,5.0,1024
Lenovo,260715.0,AMD,Yes,16,4,LED,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,1024
ASUS,839965.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 9,Small,Low-end,2.5,1024
ASUS,185115.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
ASUS,138250.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
Lenovo,277350.5,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,3.5,1024
Dell,671965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel Ultra 9,Large,High-end,5.0,1024
Acer,297465.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,1.0,512
Acer,465496.5,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,1.5,1024
Lenovo,152215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,276465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Lenovo,339465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,512
MSI,349965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,1024
MSI,272965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
MSI,209965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
MSI,251965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,194215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,542465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,3.5,1024
MSI,307965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,1024
MSI,272965.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
ASUS,97965.0,Intel,No,8,4,LCD,Intel,0,Intel Pentium,Small,Entry-level,2.0,512
Lenovo,612465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I9,Large,Mid-end,4.0,1024
Acer,552996.5,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Entry-level,1.5,1024
Lenovo,594923.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,1024
HP,129465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Lenovo,694715.0,Intel,No,32,5,LCD,NVIDIA,0,Intel I9,Large,High-end,4.0,1024
Acer,629996.5,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I9,Large,High-end,1.5,1024
Acer,157496.5,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
Other,197715.0,Intel,Yes,8,LP4,LCD,Intel,0,Intel I5,Large,Entry-level,2.0,512
ASUS,629965.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,1.0,1024
Other,206465.0,Intel,Yes,16,LP4,LCD,Intel,0,Intel I5,Large,Entry-level,2.0,512
Other,197715.0,Intel,Yes,16,LP4,LCD,Intel,0,Intel I5,Small,Entry-level,2.0,512
Lenovo,127746.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
Lenovo,507465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,3.5,1024
Acer,332465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,1.5,1024
Lenovo,370296.5,Intel,No,32,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,3.5,1024
ASUS,279965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
ASUS,535465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 7,Small,Entry-level,1.5,1024
MSI,664965.0,Intel,Yes,32,LP5,LED,NVIDIA,0,Intel Ultra 9,Large,Mid-end,5.0,1024
Lenovo,587965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,High-end,3.5,1024
HP,146965.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
Other,190715.0,Intel,Yes,8,LP4,LCD,Intel,0,Intel I5,Small,Entry-level,2.0,512
Lenovo,384965.0,Intel,No,16,5,LCD,Intel,0,Intel I7,Small,Entry-level,2.0,512
Lenovo,440996.5,Intel,Yes,16,LP5,LCD,NVIDIA,0,Intel I7,Small,High-end,2.0,512
HP,145250.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
MSI,419965.0,Intel,No,16,LP5,LCD,Intel,0,Intel Ultra 7,Large,Low-end,5.0,1024
Acer,111996.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Acer,150465.0,Intel,Yes,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,256
HP,274715.0,AMD,Yes,8,LP4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Lenovo,248465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.0,512
Lenovo,329665.0,AMD,No,16,LP5,LED,AMD,0,AMD Ryzen 7,Small,Low-end,2.5,1024
MSI,262500.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
ASUS,598465.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 7,Small,Entry-level,1.5,1024
Lenovo,223965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
ASUS,605465.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 7,Small,Entry-level,1.5,1024
HP,237996.5,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,4.0,512
ASUS,556465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 7,Small,Entry-level,1.5,1024
Samsung,381465.0,Intel,No,16,LP5,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
HP,251296.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Samsung,461965.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,4.0,512
Acer,332465.0,AMD,Yes,8,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.5,512
Acer,132965.0,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,512
Acer,113711.5,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,512
Lenovo,178465.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
Lenovo,90996.5,Intel,Yes,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,1.0,512
Samsung,384965.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 5,Large,Low-end,4.0,512
HP,197620.5,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.5,512
Dell,227496.5,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Low-end,1.5,1024
Lenovo,346500.0,Intel,Yes,8,LP4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,1024
HP,685965.0,Intel,No,32,LP5,LED,Intel,0,Intel Ultra 7,Large,Low-end,5.0,1024
ASUS,269496.5,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
ASUS,241150.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
Dell,124215.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
ASUS,664965.0,Intel,Yes,16,LP5,LCD,NVIDIA,0,Intel Ultra 7,Large,High-end,1.5,1024
ASUS,279300.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.0,512
HP,227465.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.5,512
Dell,360115.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,1024
HP,206150.0,AMD,No,8,5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
HP,411596.5,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,1024
MSI,332465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,1024
Lenovo,171465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
HP,181125.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Dell,281365.0,Intel,Yes,8,LP5,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
HP,342300.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,5.0,1024
HP,339150.0,Intel,Yes,16,5,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
ASUS,262500.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.0,512
HP,439950.0,Intel,Yes,16,5,LCD,Intel,0,Intel I7,Small,Entry-level,4.0,1024
ASUS,150465.0,AMD,No,16,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
Lenovo,119350.0,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 3,Small,Low-end,2.5,512
MSI,279965.0,Intel,Yes,16,LP5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,311465.0,AMD,Yes,16,LP5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.0,512
ASUS,167296.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
HP,341246.5,Intel,Yes,8,4,LCD,Intel,0,Intel I7,Small,Low-end,4.5,512
Acer,199465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
MSI,524965.0,Intel,Yes,16,LP5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,1024
ASUS,269150.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
Lenovo,242165.0,AMD,No,16,LP4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
HP,97965.0,Intel,Yes,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,3.0,512
HP,192496.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Dell,300965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Entry-level,3.0,512
MSI,769965.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,1024
HP,174996.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,154665.0,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
ASUS,297465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
HP,391965.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,512
Lenovo,216965.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Large,Entry-level,3.5,512
Acer,207900.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Lenovo,150465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Lenovo,598500.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I9,Large,Mid-end,4.0,1024
HP,153615.0,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,4.0,512
ASUS,230965.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,1024
Lenovo,241465.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Entry-level,3.5,512
ASUS,290465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,3.5,1024
Other,279965.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Lenovo,156800.0,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Low-end,3.0,512
Dell,134715.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
Other,230965.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,197361.5,AMD,Yes,16,5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Lenovo,279965.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
Lenovo,206465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
HP,430465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,3.5,1024
ASUS,227465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,3.5,512
ASUS,441189.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,512
ASUS,594965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I9,Large,Mid-end,2.5,1024
HP,138246.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Low-end,4.0,512
Dell,150500.0,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,256
Other,346496.5,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
MSI,262465.0,Intel,No,8,LP5,LCD,Intel,0,Intel I5,Small,Low-end,1.0,512
ASUS,272965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
Acer,117946.5,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,256
HP,272860.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,165515.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,4.0,512
HP,136150.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
MSI,255465.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
ASUS,248465.0,Intel,No,16,4,LED,Intel,0,Intel I5,Small,Low-end,4.5,1024
ASUS,976465.0,Intel,No,32,LP5,LED,NVIDIA,0,Intel I9,Small,Mid-end,2.5,1024
MSI,419965.0,Intel,No,16,LP5,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
HP,515196.5,Intel,No,16,4,LCD,Intel,0,Intel I7,Large,Entry-level,5.0,1024
ASUS,376250.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.5,1024
ASUS,384965.0,Intel,No,16,LP5,LED,Intel,0,Intel I9,Small,Low-end,5.0,1024
MSI,500465.0,Intel,No,16,LP5,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
HP,465465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,4.5,512
HP,626850.0,Intel,No,32,4,LED,Intel,0,Intel I7,Large,Mid-end,5.0,1024
