Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE(DDR),Ghz,Display_type,GPU_Brand,SSD(GB),HDD(GB),Display_Tier,GPU_Tier,Processor_Tier,Processor_Speed(Ghz)
Hp,128796.5,AMD,Yes,8,4,2.1,LCD,AMD,512.0,0,Large,Low-end,Mid-End,2.0
Asus,206465.0,AMD,No,16,4,4.2,LED,AMD,1024.0,0,Large,Entry-level,Mid-End,4.0
Asus,136815.0,AMD,Yes,8,5,4.2,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,4.0
Hp,271250.0,AMD,Yes,16,5,4.7,LCD,AMD,1024.0,0,Small,Entry-level,High-End,4.5
Other,570465.0,Intel,No,16,5,4.7,LCD,Intel,256.0,0,Small,Low-end,Other,4.5
Asus,145250.0,AMD,No,4,4,2.1,LED,AMD,256.0,0,Large,Low-end,Mid-End,2.0
Lenovo,475996.5,Intel,No,8,4,2.6,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Hp,469315.0,Intel,Yes,16,4,2.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,2.5
Dell,284865.0,Intel,No,16,5,4.8,LCD,Intel,512.0,0,Small,Low-end,Other,5.0
Hp,582746.5,Intel,No,16,4,2.7385892116182573,LED,NVIDIA,1024.0,0,Large,High-end,Other,2.5
Asus,752500.0,AMD,Yes,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,High-end,High-End,5.0
Hp,507496.5,Intel,No,32,4,4.8,LED,Intel,1024.0,0,Small,Low-end,Other,5.0
Dell,199496.5,Intel,Yes,8,5,3.4,LCD,Intel,512.0,0,Small,Low-end,Other,3.5
Other,311391.5,Intel,Yes,8,5,4.2,LCD,Intel,256.0,0,Small,Low-end,Other,4.0
Lenovo,167965.0,Intel,Yes,8,4,1.3,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Asus,244996.5,Intel,No,16,4,1.7,LCD,Intel,512.0,0,Large,Low-end,Other,1.5
Lenovo,97615.0,Intel,No,8,4,1.1,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.0
Hp,319375.0,Intel,No,16,4,4.7,LCD,Intel,512.0,0,Small,Low-end,Other,4.5
Lenovo,115465.0,Intel,Yes,8,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Asus,127225.0,Intel,No,8,4,3.0,LCD,Intel,256.0,0,Large,Entry-level,Other,3.0
Acer,349965.0,AMD,No,16,4,2.4,LCD,NVIDIA,1024.0,0,Small,Mid-end,High-End,2.5
Asus,115150.0,AMD,Yes,8,5,4.0,LCD,AMD,512.0,0,Small,Entry-level,Low-End,4.0
Hp,260466.5,Intel,No,8,4,1.1,LED,Intel,512.0,0,Small,Low-end,Other,1.0
Dell,464765.0,Intel,Yes,16,5,4.0,LCD,NVIDIA,1024.0,0,Large,High-end,Other,4.0
Other,230965.0,Intel,No,8,4,2.5,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Acer,332496.5,Intel,Yes,16,5,2.7385892116182573,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,412965.0,Intel,Yes,16,5,2.2,LED,Intel,512.0,0,Small,Low-end,Other,2.0
Hp,381150.0,Intel,No,16,4,4.7,LED,Intel,512.0,0,Large,Low-end,Other,4.5
Hp,594996.5,Intel,Yes,16,5,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Asus,307965.0,Intel,Yes,16,5,4.7,LED,Intel,512.0,0,Small,Low-end,Other,4.5
Msi,320565.0,Intel,Yes,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Msi,332465.0,AMD,Yes,16,5,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,4.5
Asus,207865.0,AMD,No,8,4,4.2,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,4.0
Dell,374465.0,Intel,Yes,16,5,3.4,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Dell,343000.0,Intel,No,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Low-end,Other,4.5
Asus,309715.0,AMD,Yes,16,5,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,4.5
Lenovo,320250.0,Intel,No,16,4,2.8,LCD,Intel,512.0,0,Large,Low-end,Other,3.0
Other,675465.0,Intel,No,16,5,4.7,LCD,Intel,512.0,0,Small,Low-end,Other,4.5
Hp,92715.0,AMD,No,8,4,2.6,LCD,AMD,512.0,0,Small,Entry-level,Low-End,2.5
Asus,335615.0,Intel,No,16,4,4.2,LED,NVIDIA,1024.0,0,Small,Mid-end,Other,4.0
Asus,216965.0,Intel,No,8,4,2.4,LED,Intel,256.0,1024,Large,Entry-level,Other,2.5
Lenovo,783996.5,Intel,Yes,16,4,2.8,LCD,Intel,1024.0,0,Small,Entry-level,Other,3.0
Lenovo,250071.5,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Medium,Entry-level,Other,4.0
Other,721875.0,Intel,Yes,16,4,2.3,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,2.5
Dell,594965.0,Intel,Yes,16,5,3.4,LCD,NVIDIA,512.0,0,Small,Mid-end,Other,3.5
Asus,230965.0,Intel,No,8,4,2.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.0
Other,360465.0,Intel,No,8,5,4.2,LCD,Intel,128.0,0,Small,Low-end,Other,4.0
Dell,251615.0,Intel,Yes,8,4,2.4,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,419965.0,AMD,No,16,5,4.7,LCD,AMD,1024.0,0,Small,High-end,High-End,4.5
Lenovo,111996.5,Intel,No,8,4,3.0,LCD,Intel,256.0,0,Small,Entry-level,Other,3.0
Hp,320250.0,Intel,No,16,4,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Lenovo,192325.0,Intel,Yes,16,4,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.0
Msi,143465.0,Intel,No,16,4,2.5,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Asus,227465.0,Intel,No,16,4,4.7,LED,Intel,512.0,0,Large,Low-end,Other,4.5
Acer,370996.5,AMD,Yes,16,4,3.3,LCD,NVIDIA,512.0,1024,Large,Mid-end,Mid-End,3.5
Asus,385000.0,AMD,No,16,5,2.9,LED,AMD,512.0,0,Small,Entry-level,Mid-End,3.0
Other,640465.0,Intel,No,16,5,4.7,LCD,Intel,512.0,0,Medium,Low-end,Other,4.5
Hp,355491.5,AMD,No,8,4,4.7,LCD,AMD,512.0,0,Small,Entry-level,High-End,4.5
Asus,337750.0,Intel,No,16,5,2.7385892116182573,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,279965.0,AMD,No,16,5,4.2,LCD,AMD,512.0,0,Small,Entry-level,High-End,4.0
Asus,612500.0,AMD,Yes,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,5.0
Asus,220465.0,Intel,No,16,4,4.7,LED,Intel,512.0,0,Large,Entry-level,Other,4.5
Hp,124635.0,Intel,Yes,8,4,4.0,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Hp,223965.0,Intel,No,16,4,2.5,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Acer,174965.0,AMD,Yes,8,4,2.0,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,2.0
Dell,343000.0,Intel,Yes,16,4,2.8,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Hp,509215.0,Intel,No,16,4,4.7,LCD,Intel,512.0,0,Large,Low-end,Other,4.5
Lenovo,500465.0,AMD,No,16,4,4.2,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,4.0
Lenovo,304496.5,Intel,No,16,4,2.7385892116182573,LED,Intel,512.0,0,Small,Low-end,Other,2.5
Asus,244965.0,Intel,No,16,4,2.6,LCD,NVIDIA,512.0,0,Small,Mid-end,Other,2.5
Asus,437482.5,Intel,No,16,5,2.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,734965.0,AMD,Yes,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,5.0
Msi,262465.0,Intel,Yes,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.0
Hp,531965.0,Intel,No,16,5,4.8,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,5.0
Asus,332360.0,Intel,Yes,8,3,2.7,LCD,Intel,512.0,0,Small,Entry-level,Other,2.5
Dell,384965.0,Intel,No,8,4,2.6,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Other,447965.0,Intel,No,16,4,2.2,LCD,Intel,256.0,0,Small,Low-end,Other,2.0
Dell,181965.0,Intel,Yes,8,4,2.4,LCD,Intel,512.0,0,Large,Entry-level,Other,2.5
Lenovo,187481.0,AMD,Yes,16,4,2.3,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,2.5
Lenovo,451496.5,Intel,No,16,4,3.0,LED,Intel,1024.0,0,Small,Low-end,Other,3.0
Lenovo,247100.0,Intel,Yes,16,4,3.3,LCD,Intel,512.0,0,Large,Low-end,Other,3.5
Lenovo,614915.0,Intel,Yes,16,5,3.4,LED,Intel,1024.0,0,Small,Low-end,Other,3.5
Hp,265650.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Small,Low-end,Other,4.0
Other,581696.5,Intel,No,16,4,2.3,LCD,NVIDIA,1024.0,0,Large,High-end,Other,2.5
Hp,531965.0,Intel,No,16,4,4.7,LED,Intel,1024.0,0,Small,Low-end,Other,4.5
Other,916965.0,Intel,No,32,5,4.7,LCD,Intel,1024.0,0,Small,Low-end,Other,4.5
Hp,202646.5,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Lenovo,153965.0,Intel,Yes,8,5,4.2,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Dell,241258.5,AMD,No,16,4,3.5710437710437706,LCD,AMD,512.0,0,Small,Entry-level,High-End,3.5
Lenovo,279965.0,Intel,Yes,16,5,3.4,LED,Intel,512.0,0,Small,Low-end,Other,3.5
Msi,438861.5,Intel,No,16,5,4.8,LCD,Intel,1024.0,0,Large,Low-end,Other,5.0
Asus,332150.0,AMD,No,16,4,3.5710437710437706,LED,NVIDIA,1024.0,0,Small,Mid-end,High-End,3.5
Lenovo,605465.0,Intel,Yes,32,5,1.5,LCD,NVIDIA,1024.0,0,Large,High-end,Other,1.5
Asus,507465.0,Intel,No,16,5,2.3,LED,Intel,1024.0,0,Small,Low-end,Other,2.5
Msi,132965.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Asus,220430.0,Intel,Yes,16,4,1.7,LCD,Intel,512.0,0,Large,Entry-level,Other,1.5
Asus,99627.5,Intel,No,4,4,2.8,LCD,Intel,256.0,0,Small,Entry-level,Low-End,3.0
Other,524965.0,Intel,Yes,16,4,4.0,LCD,NVIDIA,1024.0,0,Small,Low-end,Other,4.0
Hp,195996.5,AMD,Yes,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Asus,283465.0,AMD,Yes,8,4,2.9,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,3.0
Dell,594965.0,Intel,No,16,5,3.4,LCD,Intel,1024.0,0,Small,Low-end,Other,3.5
Msi,630000.0,Intel,Yes,16,4,2.6,LED,NVIDIA,512.0,1024,Large,High-end,Other,2.5
Hp,131250.0,Intel,No,8,4,4.0,LED,Intel,256.0,0,Small,Entry-level,Other,4.0
Asus,125965.0,Intel,No,16,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Acer,305224.5,Intel,No,8,3,1.3,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Other,97965.0,Intel,No,8,4,1.2,LCD,Intel,256.0,0,Large,Entry-level,Other,1.0
Hp,140875.0,Intel,Yes,16,4,0.8,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Hp,258965.0,Intel,No,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Low-end,Other,4.5
Asus,125965.0,AMD,No,8,5,2.4,LCD,AMD,512.0,0,Large,Entry-level,Low-End,2.5
Asus,188965.0,Intel,No,16,4,2.9,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.0
Samsung,188965.0,Intel,Yes,16,4,4.2,LED,Intel,512.0,0,Large,Low-end,Other,4.0
Asus,125965.0,AMD,No,8,5,4.0,LCD,AMD,512.0,0,Large,Entry-level,Low-End,4.0
Hp,129465.0,Intel,Yes,8,4,0.8,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,146965.0,Intel,No,16,4,1.2,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,167965.0,AMD,No,8,4,4.0,LCD,AMD,256.0,1024,Large,Entry-level,Mid-End,4.0
Asus,110250.0,Intel,Yes,8,4,1.7,LCD,Intel,256.0,0,Large,Entry-level,Other,1.5
Asus,132965.0,Intel,Yes,8,4,1.2,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Other,101465.0,Intel,No,8,4,2.5,LCD,Intel,512.0,0,Large,Entry-level,Other,2.5
Asus,69965.0,Intel,No,4,4,2.8,LCD,Intel,256.0,0,Large,Entry-level,Low-End,3.0
Other,104965.0,Intel,Yes,8,4,4.0,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Msi,183715.0,Intel,No,16,4,3.3,LCD,Intel,512.0,0,Large,Mid-end,Other,3.5
Asus,122465.0,Intel,Yes,8,4,1.8,LCD,Intel,512.0,0,Small,Entry-level,Other,2.0
Lenovo,244965.0,AMD,Yes,16,5,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Hp,241465.0,Intel,Yes,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Other,185465.0,Intel,No,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Asus,290496.5,Intel,Yes,16,4,2.3,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,2.5
Other,101465.0,Intel,No,8,4,4.7,LCD,Intel,512.0,0,Large,Low-end,Other,4.5
Asus,272650.0,AMD,Yes,16,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.0
Msi,205065.0,Intel,No,16,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.0
Lenovo,199465.0,Intel,Yes,16,5,2.0,LCD,Intel,512.0,0,Large,Entry-level,Other,2.0
Asus,209965.0,Intel,Yes,8,4,2.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,213465.0,AMD,No,16,4,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Hp,230965.0,AMD,Yes,8,5,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Asus,174965.0,AMD,No,16,4,2.0,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Hp,140462.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Hp,305550.0,Intel,No,16,4,3.4,LCD,Intel,512.0,0,Large,Entry-level,Other,3.5
Lenovo,118965.0,AMD,Yes,8,5,2.4,LCD,AMD,512.0,0,Large,Low-end,Low-End,2.5
Asus,223996.5,Intel,No,8,4,2.4,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Hp,129465.0,Intel,Yes,8,4,3.3,LCD,Intel,512.0,0,Small,Entry-level,Other,3.5
Hp,185496.5,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Lenovo,115465.0,Intel,No,4,4,3.0,LED,Intel,256.0,0,Medium,Entry-level,Other,3.0
Asus,271425.0,Intel,No,16,5,2.0,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.0
Asus,265965.0,Intel,No,16,4,3.0,LED,Intel,512.0,0,Small,Low-end,Other,3.0
Hp,192465.0,Intel,No,8,4,4.2,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Asus,230965.0,AMD,Yes,16,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Asus,80465.0,Intel,No,8,4,1.1,LCD,Intel,256.0,0,Small,Entry-level,Low-End,1.0
Asus,213465.0,Intel,Yes,8,4,2.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Lenovo,237965.0,Intel,Yes,8,4,1.3,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Lenovo,335965.0,Intel,Yes,16,5,2.4,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Msi,227465.0,Intel,No,16,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Lenovo,342965.0,AMD,No,16,4,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Lenovo,254800.0,Intel,No,16,4,3.3,LCD,Intel,1024.0,0,Small,Low-end,Other,3.5
Msi,209965.0,Intel,No,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Msi,179865.0,AMD,No,8,5,4.2,LCD,AMD,512.0,0,Large,Mid-end,Mid-End,4.0
Lenovo,115115.0,AMD,Yes,8,5,2.4,LCD,AMD,512.0,0,Large,Low-end,Low-End,2.5
Msi,114065.0,Intel,Yes,8,4,3.3,LCD,Intel,512.0,0,Large,Entry-level,Other,3.5
Acer,150465.0,Intel,Yes,8,4,2.7385892116182573,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Msi,384965.0,Intel,No,16,5,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Hp,486465.0,Intel,Yes,16,5,5.5,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.5
Asus,192465.0,AMD,No,16,4,2.0,LCD,AMD,512.0,0,Large,Entry-level,High-End,2.0
Dell,190746.5,Intel,Yes,8,4,3.3,LCD,Intel,256.0,1024,Large,Entry-level,Other,3.5
Hp,219971.5,Intel,No,16,4,4.8,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,5.0
Asus,314965.0,AMD,No,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.5
Lenovo,250215.0,Intel,Yes,16,4,1.3,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Other,153965.0,Intel,No,16,5,2.3,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Msi,451465.0,Intel,No,8,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.0
Asus,392805.0,AMD,Yes,16,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.5
Hp,395465.0,Intel,No,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.0
Hp,196350.0,Intel,Yes,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Msi,115465.0,Intel,No,8,4,0.8,LCD,Intel,256.0,0,Small,Entry-level,Other,1.0
Asus,706965.0,AMD,No,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,High-end,High-End,5.0
Hp,122465.0,AMD,Yes,8,4,2.6,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.5
Lenovo,172865.0,AMD,Yes,8,4,2.0,LCD,AMD,512.0,0,Large,Entry-level,High-End,2.0
Asus,118965.0,AMD,Yes,8,5,4.0,LCD,AMD,1024.0,0,Small,Entry-level,Low-End,4.0
Msi,524996.5,Intel,No,16,4,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Lenovo,399665.0,Intel,Yes,16,5,2.7385892116182573,LED,Intel,1024.0,0,Small,Entry-level,Other,2.5
Asus,369250.0,AMD,Yes,16,4,3.1,LED,NVIDIA,1024.0,0,Small,Mid-end,High-End,3.0
Asus,706965.0,AMD,No,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,High-end,High-End,5.0
Lenovo,125996.5,Intel,Yes,8,4,3.0,LCD,Intel,256.0,0,Large,Entry-level,Other,3.0
Samsung,461965.0,Intel,Yes,16,4,4.8,LED,Intel,512.0,0,Small,Low-end,Other,5.0
Lenovo,157465.0,AMD,Yes,16,4,2.0,LCD,AMD,512.0,0,Large,Entry-level,High-End,2.0
Hp,114271.5,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Msi,276465.0,Intel,No,16,5,3.3,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,3.5
Msi,475965.0,Intel,No,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.0
Samsung,507465.0,Intel,Yes,16,5,4.8,LED,Intel,512.0,0,Large,Low-end,Other,5.0
Asus,269465.0,AMD,No,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.0
Hp,118996.5,AMD,Yes,8,4,2.1,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Msi,160965.0,Intel,No,8,4,0.8,LCD,Intel,512.0,0,Small,Entry-level,Other,1.0
Asus,381465.0,Intel,Yes,16,4,1.5,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,1.5
Dell,244965.0,Intel,Yes,16,4,1.3,LCD,Intel,512.0,0,Large,Entry-level,Other,1.5
Hp,195965.0,AMD,No,16,4,4.0,LCD,AMD,1024.0,0,Large,Entry-level,Mid-End,4.0
Asus,363265.0,AMD,No,8,4,3.0,LED,NVIDIA,1024.0,0,Small,Mid-end,High-End,3.0
Hp,311465.0,Intel,Yes,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Hp,183886.5,AMD,No,16,4,4.2,LCD,AMD,512.0,0,Large,Mid-end,Mid-End,4.0
Hp,118965.0,Intel,No,8,4,4.0,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Lenovo,287665.0,AMD,Yes,16,5,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.5
Lenovo,294665.0,Intel,Yes,16,5,2.4,LCD,Intel,1024.0,0,Large,Low-end,Other,2.5
Asus,759465.0,AMD,Yes,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,High-end,High-End,5.0
Other,297360.0,Intel,Yes,8,4,1.8,LCD,Intel,512.0,0,Small,Entry-level,Other,2.0
Asus,741965.0,AMD,No,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,High-end,High-End,5.0
Asus,992561.5,Intel,No,32,5,2.5,LCD,NVIDIA,1024.0,0,Large,High-end,Other,2.5
Asus,139965.0,Intel,Yes,8,4,2.4,LED,Intel,512.0,0,Small,Entry-level,Other,2.5
Asus,281715.0,AMD,No,8,4,2.9,LED,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Asus,248465.0,AMD,No,16,4,3.1,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,3.0
Hp,594965.0,Intel,No,32,5,4.8,LED,Intel,1024.0,0,Small,Low-end,Other,5.0
Hp,580755.0,Intel,Yes,32,5,4.8,LED,Intel,1024.0,0,Small,Low-end,Other,5.0
Msi,433965.0,Intel,Yes,16,5,3.4,LED,NVIDIA,1024.0,0,Large,Mid-end,Other,3.5
Asus,370965.0,AMD,Yes,8,4,2.9,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,3.0
Samsung,258965.0,Intel,No,16,4,1.7,LCD,Intel,512.0,0,Large,Low-end,Other,1.5
Msi,769965.0,Intel,Yes,32,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.0
Asus,594930.0,AMD,No,16,5,4.8,LCD,AMD,1024.0,0,Large,Entry-level,High-End,5.0
Asus,664965.0,AMD,No,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,High-end,High-End,5.0
Asus,705064.5,AMD,Yes,32,5,4.8,LCD,NVIDIA,1024.0,0,Small,Mid-end,High-End,5.0
Asus,377968.5,AMD,No,16,5,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,4.5
Lenovo,167965.0,Intel,No,8,4,1.3,LCD,Intel,512.0,0,Large,Entry-level,Other,1.5
Asus,573965.0,AMD,No,16,5,4.8,LCD,AMD,1024.0,0,Large,Low-end,High-End,5.0
Asus,349965.0,AMD,No,16,4,3.0,LED,NVIDIA,1024.0,0,Small,Mid-end,High-End,3.0
Lenovo,112000.0,AMD,Yes,8,4,3.4,LCD,AMD,512.0,0,Large,Entry-level,Low-End,3.5
Asus,671965.0,Intel,No,16,5,2.5,LCD,NVIDIA,1024.0,0,Small,Mid-end,Other,2.5
Hp,169715.0,AMD,Yes,8,4,4.2,LCD,AMD,512.0,0,Small,Entry-level,High-End,4.0
Lenovo,355215.0,Intel,No,16,5,3.4,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Other,309365.0,Intel,No,16,5,3.4,LCD,Intel,256.0,0,Small,Low-end,Other,3.5
Hp,311465.0,AMD,No,16,4,4.2,LED,AMD,512.0,0,Large,Entry-level,Mid-End,4.0
Lenovo,356615.0,AMD,No,16,5,3.4,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.5
Asus,183225.0,Intel,No,16,4,2.7385892116182573,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Dell,381465.0,AMD,Yes,16,5,3.3,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,3.5
Hp,545678.0,Intel,Yes,16,5,4.7,LED,Intel,512.0,0,Large,Mid-end,Other,4.5
Lenovo,297150.0,AMD,Yes,16,4,2.1,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,2.0
Asus,500115.0,AMD,Yes,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,5.0
Dell,286615.0,Intel,Yes,16,5,3.4,LCD,Intel,512.0,0,Small,Entry-level,Other,3.5
Asus,729715.0,Intel,Yes,32,5,2.5,LCD,NVIDIA,1024.0,0,Large,High-end,Other,2.5
Hp,439054.0,AMD,Yes,16,5,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.5
Asus,451465.0,AMD,Yes,16,4,3.1,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,3.0
Other,531996.5,Intel,Yes,16,4,1.5,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Other,218270.5,Intel,Yes,8,4,1.0,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Lenovo,227465.0,Intel,Yes,16,5,1.4,LCD,Intel,512.0,0,Large,Entry-level,Other,1.5
Lenovo,367465.0,AMD,Yes,32,5,3.3,LCD,AMD,1024.0,0,Small,Entry-level,High-End,3.5
Other,339871.0,Intel,Yes,16,5,4.8,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,5.0
Other,372732.5,Intel,Yes,16,5,2.4,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Msi,272965.0,Intel,Yes,16,5,4.8,LCD,Intel,512.0,0,Large,Low-end,Other,5.0
Dell,554715.0,Intel,No,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.0
Msi,244965.0,Intel,Yes,16,5,4.8,LCD,Intel,512.0,0,Large,Low-end,Other,5.0
Lenovo,376215.0,AMD,Yes,32,5,4.8,LCD,AMD,1024.0,0,Large,Low-end,High-End,5.0
Dell,125965.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Samsung,241496.5,Intel,No,16,4,1.4,LCD,Intel,512.0,0,Large,Entry-level,Other,1.5
Hp,381612.0,Intel,Yes,16,4,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.0
Msi,402465.0,AMD,Yes,16,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,5.0
Samsung,279996.5,Intel,No,16,4,1.8,LCD,Intel,512.0,0,Large,Low-end,Other,2.0
