Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE(DDR),Ghz,Display_type,GPU_Brand,SSD(GB),HDD(GB),Display_Tier,GPU_Tier,Processor_Tier,Processor_Speed(Ghz)
Acer,234465.0,Intel,Yes,8,4,1.6,LED,NVIDIA,128.0,1024,Large,Low-end,Other,1.5
Asus,174965.0,Intel,No,8,4,3.0,LCD,Intel,512.0,0,Small,Entry-level,Other,3.0
Acer,111265.0,Intel,No,4,4,2.7385892116182573,LED,Intel,256.0,0,Large,Entry-level,Other,2.5
Hp,140805.0,AMD,Yes,8,4,3.4,LCD,AMD,512.0,0,Large,Entry-level,Low-End,3.5
Asus,201246.5,Intel,No,8,4,2.4,LED,Intel,256.0,1024,Large,Low-end,Other,2.5
Acer,192465.0,AMD,Yes,8,4,2.1,LED,AMD,256.0,1024,Large,Mid-end,Mid-End,2.0
Other,87465.0,Intel,No,4,4,1.1,LCD,Intel,128.0,0,Small,Entry-level,Low-End,1.0
Hp,183190.0,Intel,Yes,8,4,2.5,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Asus,178465.0,Intel,Yes,8,4,2.4,LCD,Intel,256.0,1024,Large,Low-end,Other,2.5
Hp,234496.5,Intel,Yes,16,4,4.2,LED,Intel,512.0,0,Small,Low-end,Other,4.0
Lenovo,132965.0,AMD,Yes,16,4,2.1,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Hp,180246.5,Intel,Yes,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Lenovo,122850.0,Intel,Yes,8,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Msi,142936.5,AMD,No,8,4,4.0,LED,AMD,512.0,0,Large,Entry-level,Mid-End,4.0
Msi,132965.0,AMD,No,8,4,2.1,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,2.0
Msi,171465.0,AMD,No,8,4,3.3,LCD,AMD,512.0,0,Large,Mid-end,Mid-End,3.5
Hp,143465.0,Intel,No,8,4,2.1,LED,Intel,256.0,1024,Large,Entry-level,Other,2.0
Other,87465.0,Intel,No,8,4,1.1,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.0
Samsung,182665.0,Intel,No,8,4,4.2,LED,Intel,512.0,0,Large,Low-end,Other,4.0
Hp,127043.0,Intel,No,8,4,2.7385892116182573,LED,Intel,512.0,0,Large,Entry-level,Other,2.5
Other,87325.0,Intel,No,8,4,1.1,LCD,Intel,512.0,0,Large,Entry-level,Low-End,1.0
Asus,157115.0,Intel,No,8,4,4.2,LED,Intel,512.0,0,Small,Low-end,Other,4.0
Hp,127256.5,AMD,No,8,4,2.3,LCD,AMD,256.0,0,Small,Entry-level,Other,2.5
Hp,138075.0,AMD,Yes,8,4,2.1,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Hp,202125.0,AMD,Yes,8,4,3.0,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.0
Acer,167965.0,Intel,Yes,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Lenovo,111965.0,Intel,Yes,8,4,4.8,LCD,Intel,256.0,0,Large,Entry-level,Other,5.0
Hp,162750.0,Intel,Yes,8,4,3.4,LCD,Intel,512.0,0,Large,Entry-level,Other,3.5
Asus,223965.0,Intel,Yes,16,4,2.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Msi,104300.0,Intel,Yes,8,4,1.7,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Hp,109448.5,Intel,No,8,4,2.2,LED,Intel,256.0,0,Small,Entry-level,Other,2.0
Msi,185118.5,Intel,No,8,4,2.7385892116182573,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Hp,188996.5,Intel,Yes,8,4,1.3,LCD,Intel,512.0,0,Large,Low-end,Other,1.5
Asus,87115.0,Intel,Yes,4,4,1.1,LCD,Intel,256.0,0,Small,Entry-level,Low-End,1.0
Asus,241465.0,AMD,No,8,4,2.9,LED,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Lenovo,92396.5,Intel,No,8,4,1.1,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.0
Hp,194215.0,AMD,No,8,4,2.1,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,2.0
Asus,191625.0,AMD,Yes,8,4,4.0,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Hp,196875.0,Intel,No,8,4,4.2,LED,Intel,512.0,0,Small,Low-end,Other,4.0
Lenovo,244261.5,AMD,Yes,8,4,3.0,LED,NVIDIA,256.0,1024,Large,Mid-end,Mid-End,3.0
Hp,237996.5,Intel,No,16,4,2.7385892116182573,LED,Intel,512.0,0,Small,Low-end,Other,2.5
Lenovo,80115.0,Intel,Yes,8,4,1.1,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.0
Hp,223839.0,Intel,No,16,4,4.2,LCD,Intel,512.0,0,Small,Low-end,Other,4.0
Other,209996.5,Intel,No,8,4,3.1,LED,Intel,512.0,0,Large,Low-end,Other,3.0
Lenovo,188965.0,Intel,Yes,8,4,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.0
Lenovo,118793.5,AMD,No,8,4,2.1,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Hp,181506.5,AMD,No,8,4,4.2,LCD,AMD,512.0,0,Large,Mid-end,Mid-End,4.0
Asus,202965.0,Intel,Yes,8,4,2.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Msi,129465.0,Intel,No,8,4,2.5,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Asus,174965.0,AMD,No,16,4,2.1,LCD,AMD,512.0,0,Small,Low-end,High-End,2.0
Asus,262465.0,AMD,Yes,8,4,2.9,LED,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Asus,78536.5,Intel,Yes,4,4,2.8,LCD,Intel,256.0,0,Large,Entry-level,Low-End,3.0
Hp,136500.0,AMD,Yes,8,4,3.4,LCD,AMD,512.0,0,Large,Entry-level,Low-End,3.5
Acer,181965.0,Intel,Yes,16,4,3.3,LED,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Other,71015.0,Intel,No,4,4,1.1,LCD,Intel,128.0,0,Small,Entry-level,Low-End,1.0
Dell,154350.0,Intel,Yes,4,4,1.2,LED,Intel,256.0,1024,Small,Entry-level,Other,1.0
Lenovo,166250.0,Intel,Yes,8,4,2.5,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Lenovo,117775.0,Intel,Yes,8,4,1.2,LCD,Intel,256.0,0,Large,Entry-level,Other,1.0
Hp,188965.0,AMD,No,8,4,4.0,LED,AMD,512.0,0,Small,Entry-level,Mid-End,4.0
Lenovo,244996.5,Intel,Yes,16,5,1.2,LCD,Intel,512.0,0,Small,Low-end,Other,1.0
Hp,132996.5,Intel,No,8,4,1.7,LCD,Intel,512.0,0,Large,Entry-level,Other,1.5
Other,108465.0,Intel,No,8,4,0.8,LCD,Intel,512.0,0,Small,Low-end,Other,1.0
Acer,261446.5,Intel,Yes,8,4,2.7385892116182573,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Hp,136146.5,AMD,No,8,4,4.0,LED,AMD,512.0,0,Large,Entry-level,Mid-End,4.0
Asus,174965.0,Intel,No,8,4,3.0,LED,Intel,512.0,0,Large,Entry-level,Other,3.0
Lenovo,106015.0,AMD,No,8,4,2.6,LCD,AMD,512.0,0,Large,Entry-level,Low-End,2.5
Samsung,279965.0,Intel,No,16,4,1.3,LCD,Intel,512.0,0,Large,Low-end,Other,1.5
Dell,176155.0,Intel,Yes,8,4,4.2,LED,Intel,256.0,1024,Large,Low-end,Other,4.0
Lenovo,122465.0,Intel,Yes,8,4,3.3,LCD,Intel,512.0,0,Large,Entry-level,Other,3.5
Asus,216965.0,AMD,Yes,8,4,4.0,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Hp,139965.0,Intel,Yes,8,4,2.7385892116182573,LCD,Intel,512.0,0,Large,Entry-level,Other,2.5
Hp,180246.5,Intel,No,4,4,1.6,LED,Intel,512.0,0,Large,Entry-level,Other,1.5
Samsung,227465.0,Intel,No,8,4,1.3,LCD,Intel,512.0,0,Large,Low-end,Other,1.5
Acer,113715.0,Intel,No,8,5,2.7385892116182573,LCD,Intel,512.0,0,Large,Entry-level,Other,2.5
Asus,165861.5,AMD,Yes,8,4,4.2,LED,AMD,512.0,0,Large,Low-end,Mid-End,4.0
Dell,170096.5,AMD,Yes,8,4,2.1,LCD,AMD,256.0,0,Small,Low-end,Mid-End,2.0
Lenovo,134575.0,AMD,No,8,4,2.1,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Hp,143465.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Dell,134746.5,Intel,Yes,4,4,1.2,LED,Intel,256.0,0,Large,Entry-level,Other,1.0
Asus,101465.0,Intel,Yes,8,4,1.1,LCD,Intel,512.0,0,Large,Entry-level,Low-End,1.0
Hp,69615.0,AMD,Yes,4,4,2.1,LCD,AMD,256.0,0,Large,Entry-level,Other,2.0
Acer,110215.0,Intel,No,8,5,2.7385892116182573,LCD,Intel,256.0,0,Large,Entry-level,Other,2.5
Lenovo,83366.5,Intel,Yes,4,4,1.1,LCD,Intel,256.0,0,Small,Entry-level,Low-End,1.0
Acer,115465.0,AMD,No,8,5,2.613076923076923,LCD,AMD,256.0,0,Large,Entry-level,Low-End,2.5
Acer,111615.0,Intel,No,8,5,2.7385892116182573,LCD,Intel,256.0,0,Large,Entry-level,Other,2.5
Asus,199465.0,AMD,Yes,8,4,4.0,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Asus,272965.0,AMD,Yes,16,5,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.5
Asus,297496.5,AMD,Yes,16,4,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,4.5
Lenovo,167965.0,AMD,No,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Lenovo,206496.5,Intel,Yes,8,4,1.2,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Hp,220209.5,Intel,Yes,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Hp,153965.0,Intel,Yes,8,4,4.0,LED,Intel,512.0,0,Large,Entry-level,Other,4.0
Acer,274715.0,Intel,Yes,16,4,2.3,LED,NVIDIA,512.0,1024,Large,Mid-end,Other,2.5
Lenovo,199496.5,AMD,Yes,8,4,3.3,LCD,NVIDIA,256.0,1024,Large,Mid-end,Mid-End,3.5
Lenovo,94496.5,Intel,Yes,8,4,1.1,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.0
Hp,218750.0,Intel,No,16,4,4.2,LED,Intel,512.0,0,Small,Entry-level,Other,4.0
Hp,174965.0,Intel,No,8,4,2.7385892116182573,LED,Intel,512.0,0,Small,Entry-level,Other,2.5
Other,171465.0,Intel,Yes,8,4,2.0,LCD,Intel,512.0,0,Small,Entry-level,Other,2.0
Other,181965.0,Intel,No,16,4,2.0,LCD,Intel,512.0,0,Small,Entry-level,Other,2.0
Asus,349965.0,Intel,No,16,4,2.7385892116182573,LED,Intel,1024.0,0,Small,Low-end,Other,2.5
Acer,269465.0,AMD,No,16,4,2.4,LED,NVIDIA,1024.0,0,Large,Mid-end,High-End,2.5
Dell,117215.0,Intel,Yes,8,4,1.7,LCD,Intel,256.0,0,Small,Entry-level,Other,1.5
Lenovo,222215.0,AMD,No,8,4,3.0,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.0
Dell,136465.0,Intel,Yes,8,4,1.7,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Hp,172900.0,Intel,No,8,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Acer,181965.0,Intel,Yes,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Hp,174646.5,Intel,No,8,4,4.2,LED,Intel,512.0,0,Small,Entry-level,Other,4.0
Other,97965.0,Intel,No,16,4,1.0,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Other,262115.0,Intel,No,32,5,4.8,LCD,Intel,1024.0,0,Large,Low-end,Other,5.0
Hp,101465.0,Intel,Yes,8,4,2.8,LCD,Intel,512.0,0,Large,Entry-level,Low-End,3.0
Asus,137861.5,AMD,No,8,4,2.6,LCD,AMD,512.0,0,Large,Entry-level,Low-End,2.5
Lenovo,195965.0,AMD,No,16,5,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Other,146965.0,Intel,Yes,8,4,2.4,LCD,Intel,512.0,0,Small,Entry-level,Other,2.5
Acer,216996.5,Intel,No,8,4,1.7,LCD,Intel,512.0,0,Small,Low-end,Other,1.5
Apple,454650.0,Apple,No,8,5,3.49,LCD,Apple,256.0,0,Small,High-end,Apple M-series,3.5
Lenovo,225750.0,Intel,No,16,4,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.0
Dell,189339.5,Intel,Yes,8,4,2.4,LED,Intel,256.0,1024,Large,Low-end,Other,2.5
Lenovo,143465.0,Intel,Yes,8,4,3.0,LCD,Intel,512.0,0,Small,Entry-level,Other,3.0
Dell,136115.0,Intel,Yes,8,4,1.7,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Hp,255465.0,AMD,Yes,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Asus,143465.0,Intel,No,8,4,1.2,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,244965.0,Intel,No,16,4,2.5,LED,Intel,512.0,0,Large,Low-end,Other,2.5
Asus,239711.5,Intel,No,16,4,2.5,LED,Intel,512.0,0,Large,Low-end,Other,2.5
Asus,248465.0,Intel,No,16,4,2.5,LED,Intel,512.0,0,Large,Low-end,Other,2.5
Hp,108465.0,AMD,Yes,8,4,2.6,LCD,AMD,512.0,0,Large,Entry-level,Low-End,2.5
Hp,258965.0,Intel,No,16,4,4.7,LCD,Intel,1024.0,0,Large,Low-end,Other,4.5
Hp,143465.0,Intel,No,8,4,3.3,LCD,Intel,512.0,0,Large,Entry-level,Other,3.5
Lenovo,178853.5,AMD,Yes,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Lenovo,234500.0,Intel,Yes,8,4,2.5,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Dell,243215.0,AMD,No,16,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Asus,205800.0,AMD,No,8,4,2.1,LED,AMD,512.0,0,Small,Entry-level,Mid-End,2.0
Acer,225368.5,Intel,No,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Lenovo,178465.0,AMD,Yes,16,4,3.4,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Lenovo,236250.0,AMD,Yes,16,5,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Lenovo,206465.0,AMD,No,8,4,2.1,LED,AMD,256.0,0,Small,Entry-level,Mid-End,2.0
Asus,153965.0,Intel,No,8,4,1.2,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Acer,282128.0,Intel,Yes,8,5,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Acer,119875.0,AMD,No,8,4,2.9,LCD,AMD,512.0,0,Large,Low-end,Mid-End,3.0
Lenovo,227465.0,AMD,Yes,8,5,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Lenovo,115465.0,Intel,Yes,8,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Apple,524650.0,Apple,No,8,5,3.49,LCD,Apple,512.0,0,Medium,High-end,Apple M-series,3.5
Acer,90965.0,AMD,Yes,8,4,2.613076923076923,LCD,AMD,512.0,0,Small,Entry-level,Low-End,2.5
Acer,320246.5,AMD,No,16,4,2.9869688385269124,LED,NVIDIA,256.0,1024,Large,Mid-end,Mid-End,3.0
Asus,122465.0,Intel,Yes,8,4,1.8,LCD,Intel,512.0,0,Small,Entry-level,Other,2.0
Asus,367465.0,Intel,Yes,16,4,2.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Hp,192465.0,Intel,Yes,8,4,1.7,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Apple,542150.0,Apple,No,8,5,3.49,LCD,Apple,512.0,0,Medium,High-end,Apple M-series,3.5
Dell,276496.5,Intel,No,8,4,2.4,LED,Intel,512.0,0,Small,Low-end,Other,2.5
Apple,524615.0,Apple,No,8,5,3.49,LCD,Apple,512.0,0,Medium,High-end,Apple M-series,3.5
Apple,466389.0,Apple,No,8,5,3.49,LCD,Apple,256.0,0,Medium,High-end,Apple M-series,3.5
Apple,472150.0,Apple,No,8,5,3.49,LCD,Apple,256.0,0,Medium,High-end,Apple M-series,3.5
Apple,460323.5,Apple,No,8,5,3.49,LCD,Apple,256.0,0,Medium,High-end,Apple M-series,3.5
Hp,279965.0,AMD,Yes,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.5
Dell,222246.5,Intel,Yes,8,4,1.7,LCD,Intel,512.0,0,Small,Entry-level,Other,1.5
Lenovo,243215.0,AMD,Yes,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Lenovo,216086.5,AMD,No,8,4,3.3,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Hp,120400.0,Intel,No,4,4,1.2,LED,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,112665.0,Intel,No,8,4,2.7385892116182573,LCD,Intel,512.0,0,Large,Entry-level,Other,2.5
Lenovo,125265.0,AMD,Yes,8,4,2.1,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Acer,286930.0,Intel,No,8,4,4.2,LED,Intel,512.0,0,Large,Low-end,Other,4.0
Dell,188965.0,Intel,Yes,8,4,2.4,LCD,Intel,512.0,0,Small,Entry-level,Other,2.5
Asus,223965.0,AMD,Yes,16,4,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Hp,260400.0,Intel,Yes,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Dell,129115.0,Intel,No,8,4,0.8,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,320250.0,Intel,Yes,16,5,2.3,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,2.5
Hp,132965.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Lenovo,300996.5,Intel,No,16,4,2.3,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Dell,125965.0,Intel,No,8,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Asus,118300.0,Intel,Yes,8,4,4.0,LED,Intel,512.0,0,Large,Entry-level,Other,4.0
Hp,197715.0,AMD,Yes,8,4,4.2,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,4.0
Acer,199465.0,Intel,Yes,16,5,2.7385892116182573,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Other,139965.0,AMD,Yes,8,4,2.1,LCD,AMD,256.0,0,Large,Entry-level,Mid-End,2.0
Lenovo,214515.0,Intel,No,16,4,2.4,LED,Intel,512.0,0,Large,Low-end,Other,2.5
Acer,199465.0,Intel,Yes,16,5,2.7385892116182573,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Acer,192465.0,Intel,Yes,8,5,2.7385892116182573,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Lenovo,251996.5,Intel,No,8,4,2.4,LED,Intel,512.0,0,Large,Entry-level,Other,2.5
Asus,201250.0,Intel,Yes,8,4,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Asus,132965.0,Intel,Yes,8,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Dell,126000.0,Intel,Yes,8,4,1.2,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,359971.5,AMD,No,16,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.5
Asus,122496.5,Intel,No,16,4,3.0,LCD,Intel,512.0,0,Small,Entry-level,Other,3.0
Acer,169746.5,Intel,No,8,4,4.2,LED,Intel,512.0,0,Large,Low-end,Other,4.0
Dell,169746.5,Intel,Yes,8,4,2.4,LED,Intel,256.0,0,Large,Low-end,Other,2.5
Asus,111965.0,Intel,No,8,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Asus,139965.0,Intel,No,8,4,4.7,LCD,Intel,512.0,0,Large,Entry-level,Other,4.5
Lenovo,209965.0,Intel,No,8,4,2.4,LED,Intel,512.0,0,Medium,Low-end,Other,2.5
Hp,240100.0,Intel,No,16,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.0
Hp,224448.0,AMD,Yes,16,4,3.3,LCD,AMD,512.0,0,Large,Mid-end,Mid-End,3.5
Hp,216996.5,AMD,Yes,8,4,4.2,LED,NVIDIA,512.0,0,Large,Entry-level,Mid-End,4.0
Asus,290150.0,Intel,Yes,16,5,2.0,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.0
Lenovo,115465.0,Intel,No,4,4,3.0,LED,Intel,256.0,0,Medium,Entry-level,Other,3.0
Hp,264565.0,Intel,No,16,4,2.5,LED,Intel,512.0,0,Small,Low-end,Other,2.5
Hp,260715.0,Intel,No,16,4,4.7,LCD,Intel,512.0,0,Large,Low-end,Other,4.5
Asus,139965.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Asus,118965.0,Intel,Yes,8,4,1.2,LCD,Intel,512.0,0,Small,Entry-level,Other,1.0
Hp,192496.5,Intel,Yes,8,4,4.7,LCD,Intel,512.0,0,Large,Low-end,Other,4.5
Dell,171465.0,AMD,Yes,8,4,2.1,LCD,Intel,512.0,0,Large,Entry-level,Mid-End,2.0
Lenovo,216965.0,Intel,Yes,16,5,2.0,LCD,Intel,512.0,0,Small,Entry-level,Other,2.0
Hp,183015.0,Intel,Yes,8,4,4.7,LCD,Intel,512.0,0,Large,Low-end,Other,4.5
Lenovo,307615.0,Intel,No,16,5,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Hp,124215.0,Intel,Yes,8,4,4.0,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Msi,269465.0,Intel,No,16,4,3.3,LCD,NVIDIA,256.0,1024,Large,Mid-end,Other,3.5
Asus,272996.5,Intel,No,16,4,4.7,LED,Intel,512.0,0,Small,Low-end,Other,4.5
Lenovo,115496.5,AMD,Yes,8,4,2.6,LCD,AMD,512.0,0,Large,Entry-level,Low-End,2.5
Asus,385224.0,AMD,Yes,16,5,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.5
Asus,109865.0,Intel,No,8,4,1.2,LCD,Intel,256.0,0,Medium,Entry-level,Other,1.0
Hp,254201.5,Intel,Yes,16,4,4.2,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.0
Asus,244965.0,AMD,No,16,4,4.7,LED,AMD,512.0,0,Small,Entry-level,High-End,4.5
Lenovo,104300.0,Intel,No,4,4,1.1,LED,Intel,128.0,0,Small,Entry-level,Low-End,1.0
Lenovo,258965.0,Intel,No,16,4,1.3,LCD,Intel,512.0,0,Small,Low-end,Other,1.5
Hp,190715.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Hp,230646.5,AMD,No,16,4,2.1,LED,NVIDIA,512.0,0,Small,Low-end,Mid-End,2.0
Other,272132.0,Intel,No,16,5,2.0,LCD,Intel,512.0,0,Small,Entry-level,Other,2.0
Lenovo,227465.0,AMD,Yes,16,5,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Hp,144476.5,AMD,No,8,4,2.1,LED,AMD,512.0,0,Small,Entry-level,Mid-End,2.0
Hp,262465.0,Intel,No,16,4,4.7,LCD,Intel,512.0,0,Small,Low-end,Other,4.5
Dell,262496.5,Intel,Yes,8,4,1.3,LCD,NVIDIA,512.0,0,Large,Low-end,Other,1.5
Dell,131250.0,AMD,Yes,8,4,2.6,LCD,AMD,256.0,1024,Large,Entry-level,Low-End,2.5
Other,294364.0,Intel,Yes,16,5,2.0,LCD,NVIDIA,512.0,0,Small,Low-end,Other,2.0
Msi,146965.0,AMD,Yes,8,4,4.2,LCD,AMD,512.0,0,Large,Entry-level,High-End,4.0
Lenovo,244961.5,Intel,No,16,4,2.4,LED,Intel,512.0,0,Small,Low-end,Other,2.5
Dell,138215.0,Intel,Yes,8,4,1.7,LCD,Intel,512.0,0,Large,Entry-level,Other,1.5
Asus,143465.0,Intel,Yes,8,4,1.0,LCD,Intel,512.0,0,Small,Entry-level,Other,1.0
Lenovo,211844.5,Intel,No,16,4,2.4,LED,Intel,512.0,0,Medium,Low-end,Other,2.5
Hp,192465.0,AMD,Yes,8,4,4.2,LCD,AMD,512.0,0,Large,Mid-end,Mid-End,4.0
Hp,109543.0,Intel,Yes,8,4,3.0,LCD,Intel,512.0,0,Large,Entry-level,Other,3.0
Hp,169750.0,AMD,Yes,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,4.0
Asus,220465.0,Intel,Yes,16,4,2.4,LED,Intel,512.0,0,Large,Low-end,Other,2.5
Dell,134074.5,AMD,Yes,8,4,3.4,LCD,AMD,256.0,0,Large,Entry-level,Low-End,3.5
Msi,297465.0,Intel,No,8,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Lenovo,245000.0,Intel,No,8,4,2.4,LED,Intel,512.0,0,Large,Entry-level,Other,2.5
Lenovo,150465.0,AMD,Yes,8,4,2.0,LCD,AMD,512.0,0,Large,Entry-level,High-End,2.0
Other,80465.0,Intel,No,8,4,2.4,LCD,Intel,512.0,0,Large,Entry-level,Other,2.5
Other,244965.0,Intel,No,16,4,2.4,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Hp,139965.0,Intel,Yes,8,4,3.3,LCD,Intel,512.0,0,Large,Entry-level,Other,3.5
Asus,118965.0,Intel,Yes,8,4,3.4,LCD,Intel,512.0,0,Large,Entry-level,Other,3.5
Other,258965.0,Intel,No,16,4,2.4,LED,Intel,512.0,0,Small,Low-end,Other,2.5
Lenovo,136454.5,AMD,No,8,4,2.1,LED,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Lenovo,307965.0,Intel,No,16,4,3.4,LCD,Intel,512.0,0,Large,Low-end,Other,3.5
Hp,90965.0,AMD,Yes,8,4,2.6,LCD,AMD,512.0,0,Small,Entry-level,Low-End,2.5
Asus,257250.0,Intel,No,16,4,3.3,LED,Intel,512.0,0,Large,Low-end,Other,3.5
Asus,279965.0,Intel,Yes,16,4,2.6,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Dell,138950.0,Intel,Yes,8,4,1.2,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Hp,257946.5,Intel,No,8,4,4.2,LCD,Intel,512.0,0,Small,Low-end,Other,4.0
Msi,313215.0,Intel,Yes,16,4,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Lenovo,292250.0,Intel,No,16,4,2.8,LED,Intel,512.0,0,Small,Low-end,Other,3.0
Asus,332465.0,Intel,Yes,16,4,2.6,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Lenovo,360465.0,AMD,Yes,16,5,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
