Price,RAM_Expandable,RAM,RAM_TYPE(DDR),Display_type,Processor_Tier,Processor_Speed(Ghz),Display_Tier,GPU_Tier,SSD(GB),HDD(GB),Brand_Acer,Brand_Apple,Brand_Dell,Brand_HP,Brand_Lenovo,Brand_MSI,Brand_Other,Brand_Samsung,Processor_Apple,Processor_Intel,GPU_Apple,GPU_Intel,GPU_NVIDIA
125996.5,1,8,4,1,0.0,1.0,2,1,256,1024,False,False,True,False,False,False,False,False,False,True,False,True,False
155225.0,0,8,4,0,0.0,1.0,2,1,256,1024,False,False,True,False,False,False,False,False,False,True,False,True,False
89215.0,1,8,4,0,0.0,3.0,1,1,256,0,False,False,False,False,True,False,False,False,False,True,False,True,False
360465.0,0,16,4,0,2.0,3.0,2,4,1024,0,True,False,False,False,False,False,False,False,False,True,False,False,True
218715.0,0,8,4,0,1.0,4.0,1,2,512,0,False,False,False,True,False,False,False,False,False,True,False,True,False
62965.0,0,4,4,0,0.0,1.0,2,1,128,0,False,False,False,False,False,False,False,False,False,True,False,True,False
193900.0,0,8,4,0,1.0,2.5,3,3,512,0,False,False,False,True,False,False,False,False,False,True,False,False,True
97965.0,1,8,5,0,0.0,2.5,2,1,512,0,False,False,False,False,True,False,False,False,False,False,False,False,False
213465.0,1,8,4,1,1.0,2.5,2,3,256,1024,False,False,False,False,True,False,False,False,False,True,False,False,True
213150.0,1,16,4,0,1.0,4.0,3,3,512,0,False,False,False,True,False,False,False,False,False,True,False,False,True
156800.0,0,16,4,0,1.0,4.0,2,1,512,0,False,False,False,True,False,False,False,False,False,False,False,False,False
171465.0,1,16,4,0,2.0,4.0,2,1,512,0,False,False,False,True,False,False,False,False,False,False,False,False,False
237965.0,1,8,4,1,2.0,3.0,2,3,0,1024,False,False,False,False,False,True,False,False,False,True,False,False,True
80146.5,1,4,4,0,0.0,2.5,1,1,256,0,True,False,False,False,False,False,False,False,False,False,False,False,False
206465.0,1,16,4,0,2.0,4.0,3,1,512,0,False,False,False,False,False,False,False,False,False,False,False,False,False
423430.0,1,16,5,0,2.0,3.0,3,3,512,0,True,False,False,False,False,False,False,False,False,True,False,False,True
259875.0,1,8,4,0,1.0,4.5,2,2,512,0,False,False,False,True,False,False,False,False,False,True,False,True,False
238700.0,1,8,4,1,1.0,3.0,2,3,256,1024,False,False,False,True,False,False,False,False,False,True,False,False,True
55965.0,1,4,4,0,0.0,3.0,2,1,128,0,False,False,False,False,False,False,True,False,False,True,False,True,False
139965.0,0,8,4,0,0.0,1.0,2,1,0,1024,False,False,False,False,False,False,False,False,False,True,False,True,False
199846.5,1,8,4,1,1.0,4.0,1,2,256,1024,False,False,False,False,False,False,False,False,False,True,False,True,False
150465.0,0,16,4,0,1.0,3.5,1,2,512,0,False,False,False,False,False,True,False,False,False,True,False,True,False
209965.0,0,8,4,1,1.0,2.5,1,2,512,0,False,False,False,True,False,False,False,False,False,True,False,True,False
169438.5,1,8,4,0,1.0,3.5,2,3,512,0,False,False,False,False,True,False,False,False,False,True,False,False,True
260750.0,0,16,4,0,1.0,3.5,3,3,512,0,False,False,False,False,False,False,False,False,False,True,False,False,True
73465.0,1,4,4,0,0.0,3.0,2,1,128,0,False,False,False,False,False,False,True,False,False,True,False,True,False
241465.0,1,8,4,0,1.0,4.0,2,3,512,0,True,False,False,False,False,False,False,False,False,True,False,False,True
250215.0,1,8,4,0,2.0,2.5,2,3,512,0,False,False,False,False,False,True,False,False,False,True,False,False,True
124250.0,1,8,4,0,0.0,4.0,2,1,512,0,False,False,False,True,False,False,False,False,False,True,False,True,False
227465.0,0,16,4,0,1.0,4.0,2,3,512,0,True,False,False,False,False,False,False,False,False,True,False,False,True
244965.0,0,16,4,1,1.0,2.5,2,3,512,0,False,False,False,False,False,True,False,False,False,True,False,False,True
181265.0,0,8,4,1,1.0,2.5,2,2,0,1024,False,False,False,False,False,False,False,False,False,True,False,True,False
222470.5,0,16,4,1,2.0,3.0,2,3,512,0,False,False,False,False,False,True,False,False,False,True,False,False,True
127050.0,0,8,4,0,0.0,3.5,2,1,512,0,False,False,False,False,True,False,False,False,False,True,False,True,False
194215.0,1,8,4,0,1.0,4.0,2,1,512,0,False,False,False,True,False,False,False,False,False,False,False,False,False
111965.0,1,8,4,0,0.0,3.5,2,1,512,0,True,False,False,False,False,False,False,False,False,True,False,True,False
160965.0,1,8,4,0,1.0,3.5,2,1,512,0,False,False,True,False,False,False,False,False,False,True,False,True,False
132996.5,0,8,4,0,0.0,1.5,2,2,512,0,False,False,False,False,False,False,True,False,False,True,False,True,False
104965.0,0,16,4,0,1.0,2.5,2,2,512,0,False,False,False,False,False,False,True,False,False,True,False,True,False
182350.0,0,16,4,1,2.0,2.0,2,1,512,0,False,False,False,False,True,False,False,False,False,False,False,False,False
125965.0,0,8,4,1,0.0,3.0,2,1,512,0,False,False,False,False,True,False,False,False,False,True,False,True,False
146965.0,1,8,4,0,1.0,2.0,1,1,512,0,False,False,False,False,False,False,True,False,False,False,False,False,False
524650.0,0,8,5,0,,3.5,1,4,512,0,False,True,False,False,False,False,False,False,True,False,True,False,False
208215.0,0,8,4,0,1.0,4.0,2,3,512,0,False,False,False,True,False,False,False,False,False,True,False,False,True
96215.0,1,8,4,0,0.0,2.5,2,1,512,0,False,False,False,False,True,False,False,False,False,False,False,False,False
101465.0,0,8,4,0,1.0,2.5,2,2,512,0,False,False,False,False,False,False,True,False,False,True,False,True,False
279965.0,0,16,5,1,1.0,2.5,1,2,512,0,True,False,False,False,False,False,False,False,False,True,False,True,False
223996.5,1,8,4,0,0.0,4.0,1,1,256,0,False,False,True,False,False,False,False,False,False,True,False,True,False
178465.0,0,16,5,0,1.0,4.0,2,1,512,0,False,False,False,True,False,False,False,False,False,False,False,False,False
162715.0,1,8,5,0,1.0,3.0,2,1,512,0,False,False,False,True,False,False,False,False,False,False,False,False,False
332465.0,1,16,5,0,1.0,2.5,3,3,512,0,True,False,False,False,False,False,False,False,False,True,False,False,True
238742.0,1,8,4,0,1.0,4.0,3,3,512,0,False,False,False,True,False,False,False,False,False,False,False,False,True
129465.0,1,8,4,0,0.0,2.0,2,1,0,1024,False,False,False,False,True,False,False,False,False,True,False,True,False
