Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE,Processer_speed,Display_type,GPU_Brand,SSD(GB),HDD(GB),Processor_Series,Processor_Tier,Display_Category,GPU_Tier
ASUS,202965.0,Intel,No,8,DDR4,2.0,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
ASUS,83314.0,Intel,Yes,4,DDR4,1.1,LED,Intel,0,1024,Intel Celeron,Low-End,Medium,Entry-level
HP,199465.0,AMD,Yes,8,DDR4,3.3,LED,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
HP,118965.0,Intel,No,8,DDR4,4.2,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,125965.0,Intel,Yes,8,DDR4,1.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,129580.5,Intel,No,8,DDR4,4.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Acer,173250.0,Intel,No,8,DDR4,2.5,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,118965.0,Intel,No,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,129465.0,AMD,Yes,8,DDR4,2.6,LED,AMD,256,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
ASUS,146996.5,Intel,Yes,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,164465.0,Intel,No,16,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,178465.0,Intel,Yes,8,DDR4,2.4,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Apple,325465.0,Apple,No,8,DDR5,3.5,LCD,Apple,256,0,Apple M-series,Apple M-series,Small,Entry-level
HP,127746.5,AMD,Yes,8,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Acer,173215.0,AMD,Yes,8,DDR4,2.1,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Acer,173215.0,AMD,Yes,8,DDR4,2.1,LED,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
ASUS,157465.0,Intel,Yes,8,DDR4,1.0,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,118650.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,108465.0,AMD,Yes,8,DDR4,2.6,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
HP,118923.0,AMD,Yes,8,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Small,Low-end
Lenovo,127295.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Other,139965.0,Intel,Yes,8,DDR4,3.1,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,143465.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,115244.5,Intel,No,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
ASUS,168658.0,Intel,Yes,8,DDR4,1.0,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Other,180215.0,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Entry-level
Acer,94496.5,Intel,Yes,8,DDR4,3.0,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
Other,104965.0,Intel,Yes,8,DDR4,1.2,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,178465.0,Intel,Yes,16,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Acer,97965.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,141925.0,Intel,Yes,8,DDR4,3.0,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
Lenovo,143465.0,Intel,Yes,8,DDR4,2.5,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,192465.0,Intel,Yes,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
MSI,202996.5,Intel,No,8,DDR4,2.4,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,160615.0,Intel,Yes,8,DDR4,3.4,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,185500.0,Intel,No,8,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,195965.0,Intel,No,8,DDR4,2.5,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,145215.0,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,185500.0,Intel,Yes,8,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,136465.0,AMD,Yes,16,DDR4,2.1,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Other,115465.0,Intel,No,8,DDR4,1.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,132615.0,AMD,Yes,8,DDR4,2.6,LED,AMD,256,0,AMD Ryzen 3,Low-End,Medium,Low-end
HP,97965.0,AMD,Yes,8,DDR4,2.6,LCD,AMD,256,0,AMD Ryzen 3,Low-End,Medium,Low-end
Lenovo,121415.0,Intel,Yes,8,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,216965.0,Intel,No,16,DDR4,4.2,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Dell,120746.5,Intel,Yes,8,DDR4,4.0,LCD,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,233086.0,AMD,No,16,DDR4,2.4,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
HP,129846.5,Intel,No,8,DDR4,3.4,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,146996.5,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
Other,148722.0,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
HP,190715.0,AMD,Yes,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Lenovo,113750.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,108150.0,Intel,No,4,DDR4,3.0,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
HP,213496.5,Intel,Yes,8,DDR4,2.0,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,132965.0,AMD,Yes,8,DDR5,4.0,LED,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
Lenovo,143290.0,Intel,No,4,DDR4,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
ASUS,216646.5,AMD,Yes,16,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
Lenovo,164465.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,237965.0,AMD,No,16,DDR4,2.9,LED,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Large,Mid-end
Lenovo,202965.0,Intel,Yes,16,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,195965.0,Intel,Yes,8,DDR4,4.7,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Other,167996.5,Intel,No,8,DDR4,1.0,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,129115.0,Intel,No,8,DDR4,4.2,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
HP,182647.5,Intel,No,8,DDR4,4.0,LED,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
HP,77248.5,Intel,No,4,DDR4,1.1,LED,Intel,0,1024,Intel Celeron,Low-End,Medium,Entry-level
Lenovo,139650.0,Intel,Yes,8,DDR4,1.7,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,188996.5,AMD,Yes,8,DDR4,3.3,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Large,Low-end
Acer,174965.0,Intel,No,16,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,153996.5,AMD,No,8,DDR4,3.4,LED,AMD,512,0,AMD Ryzen 3,Low-End,Small,Low-end
Lenovo,138068.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Acer,171465.0,Intel,No,8,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,209300.0,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,122850.0,Intel,No,8,DDR4,3.0,LED,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,196224.0,AMD,No,8,DDR4,3.0,LED,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Dell,129465.0,Intel,Yes,8,DDR4,0.8,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Acer,202965.0,Intel,No,16,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Acer,188615.0,Intel,No,8,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,101465.0,AMD,Yes,8,DDR5,2.4,LCD,AMD,512,0,Athlon,Low-End,Medium,Entry-level
HP,180215.0,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,269496.5,Intel,Yes,16,DDR4,4.8,LED,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Dell,111965.0,AMD,Yes,8,DDR4,2.3,LCD,AMD,256,0,Athlon,Low-End,Medium,Low-end
MSI,216965.0,AMD,Yes,16,DDR4,3.1,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
MSI,167191.5,Intel,Yes,8,DDR4,2.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Acer,220465.0,Intel,Yes,8,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Acer,97212.5,Intel,Yes,4,DDR4,1.2,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Acer,106260.0,Intel,No,4,DDR4,2.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,122465.0,Intel,No,4,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,88200.0,Intel,No,4,DDR4,2.8,LED,Intel,256,0,Intel Celeron,Low-End,Small,Entry-level
HP,192496.5,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Other,116865.0,Intel,No,8,DDR4,1.0,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,252000.0,AMD,No,16,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
HP,176988.0,AMD,No,16,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Entry-level
Dell,125996.5,Intel,Yes,8,DDR4,1.2,LED,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
Dell,155225.0,Intel,No,8,DDR4,1.2,LCD,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,89215.0,Intel,Yes,8,DDR4,2.8,LCD,Intel,256,0,Intel Celeron,Low-End,Small,Entry-level
Acer,360465.0,Intel,No,16,DDR4,3.1,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,High-end
HP,218715.0,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,62965.0,Intel,No,4,DDR4,1.1,LCD,Intel,128,0,Intel Celeron,Low-End,Medium,Entry-level
HP,193900.0,Intel,No,8,DDR4,2.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
Lenovo,97965.0,AMD,Yes,8,DDR5,2.4,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
Lenovo,213465.0,Intel,Yes,8,DDR4,2.5,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
HP,213150.0,Intel,Yes,16,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
HP,156800.0,AMD,No,16,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,171465.0,AMD,Yes,16,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
MSI,237965.0,Intel,Yes,8,DDR4,2.8,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Acer,80146.5,AMD,Yes,4,DDR4,2.6,LCD,AMD,256,0,Athlon,Low-End,Small,Low-end
ASUS,206465.0,AMD,Yes,16,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Large,Low-end
HP,259875.0,Intel,Yes,8,DDR4,4.7,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,238700.0,Intel,Yes,8,DDR4,3.1,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
Other,55965.0,Intel,Yes,4,DDR4,2.8,LCD,Intel,128,0,Intel Celeron,Low-End,Medium,Entry-level
ASUS,139965.0,Intel,No,8,DDR4,1.2,LCD,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,199846.5,Intel,Yes,8,DDR4,4.2,LED,Intel,256,1024,Intel Core I5,Mid-End,Small,Entry-level
MSI,150465.0,Intel,No,16,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,209965.0,Intel,No,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,169438.5,Intel,Yes,8,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,260750.0,Intel,No,16,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
Other,73465.0,Intel,Yes,4,DDR4,2.8,LCD,Intel,128,0,Intel Celeron,Low-End,Medium,Entry-level
Acer,241465.0,Intel,Yes,8,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
MSI,250215.0,Intel,Yes,8,DDR4,2.3,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,124250.0,Intel,Yes,8,DDR4,4.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Acer,227465.0,Intel,No,16,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
MSI,244965.0,Intel,No,16,DDR4,2.5,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,181265.0,Intel,No,8,DDR4,2.4,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,127050.0,Intel,No,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,194215.0,AMD,Yes,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Acer,111965.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Dell,160965.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Other,132996.5,Intel,No,8,DDR4,1.7,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Other,104965.0,Intel,No,16,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,182350.0,AMD,No,16,DDR4,1.8,LED,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
Lenovo,125965.0,Intel,No,8,DDR4,3.0,LED,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Other,146965.0,AMD,Yes,8,DDR4,2.1,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Apple,524650.0,Apple,No,8,DDR5,3.5,LCD,Apple,512,0,Apple M-series,Apple M-series,Small,High-end
HP,208215.0,Intel,No,8,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,96215.0,AMD,Yes,8,DDR4,2.6,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
Other,101465.0,Intel,No,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Dell,223996.5,Intel,Yes,8,DDR4,4.0,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
HP,178465.0,AMD,No,16,DDR5,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,162715.0,AMD,Yes,8,DDR5,2.8,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,238742.0,AMD,Yes,8,DDR4,4.2,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Large,Mid-end
Lenovo,129465.0,Intel,Yes,8,DDR4,2.1,LCD,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,234465.0,Intel,Yes,8,DDR4,3.1,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,213465.0,AMD,No,16,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,202965.0,AMD,Yes,8,DDR4,3.4,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,200550.0,Intel,No,8,DDR4,3.0,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,127736.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Acer,167965.0,AMD,Yes,8,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Dell,181996.5,Intel,No,16,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,195996.5,AMD,Yes,16,DDR4,3.3,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,230965.0,Intel,Yes,16,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,263550.0,AMD,Yes,8,DDR4,3.0,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,271215.0,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,100450.0,Intel,No,8,DDR4,1.2,LCD,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
HP,306215.0,Intel,No,16,DDR4,4.7,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Lenovo,110778.5,AMD,No,8,DDR4,2.6,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
HP,244965.0,Intel,Yes,8,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
MSI,111965.0,Intel,No,8,DDR4,0.8,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Acer,318465.0,Intel,No,16,DDR4,3.1,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,High-end
Lenovo,167965.0,AMD,No,16,DDR4,1.8,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
HP,216965.0,Intel,Yes,8,DDR4,4.7,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,100796.5,Intel,Yes,8,DDR4,3.3,LCD,Intel,256,0,Intel Pentium,Low-End,Small,Entry-level
Dell,142975.0,Intel,Yes,8,DDR4,3.0,LED,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,119259.0,AMD,No,8,DDR4,2.6,LED,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
HP,95865.0,AMD,Yes,8,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Small,Low-end
Dell,139296.5,Intel,Yes,4,DDR4,1.7,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,164465.0,Intel,No,8,DDR4,3.0,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
HP,222831.0,AMD,No,16,DDR5,2.9,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
HP,252665.0,Intel,No,16,DDR4,2.5,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Dell,111965.0,Intel,Yes,8,DDR4,1.7,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,115465.0,AMD,Yes,8,DDR4,3.4,LCD,AMD,256,0,AMD Ryzen 3,Low-End,Medium,Low-end
Dell,171465.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,243250.0,Intel,No,8,DDR4,4.2,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
Dell,223965.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,256,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,395496.5,AMD,Yes,16,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Dell,157496.5,Intel,Yes,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
MSI,170765.0,Intel,Yes,8,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,153429.5,Intel,Yes,8,DDR4,1.1,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,209996.5,Intel,Yes,8,DDR4,4.7,LCD,Intel,1024,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,306400.5,Intel,Yes,16,DDR4,2.7,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
Lenovo,184989.0,Intel,No,16,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,269496.5,Intel,Yes,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
MSI,325465.0,Intel,Yes,16,DDR5,4.7,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,High-end
HP,199496.5,Intel,No,16,DDR4,3.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,150465.0,Intel,Yes,8,DDR4,1.0,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Other,139965.0,Intel,No,8,DDR4,4.2,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
MSI,155816.5,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,238000.0,AMD,Yes,8,DDR4,3.0,LED,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Dell,143850.0,Intel,No,8,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,273000.0,Intel,No,16,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,261530.5,Intel,No,8,DDR4,4.7,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,92365.0,AMD,Yes,8,DDR4,1.0,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Entry-level
Other,139965.0,Intel,No,16,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,251825.0,Intel,No,8,DDR4,3.0,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,117498.5,AMD,Yes,8,DDR4,2.6,LCD,AMD,0,1024,AMD Ryzen 3,Low-End,Small,Low-end
ASUS,227465.0,Intel,No,16,DDR4,2.3,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
Other,132965.0,Intel,No,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Dell,153965.0,Intel,No,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,234465.0,Intel,Yes,16,DDR5,2.6,LCD,Intel,512,0,Intel Core I5,Mid-End,Large,Entry-level
Acer,524965.0,Intel,Yes,16,DDR5,2.1,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
Lenovo,223965.0,AMD,Yes,8,DDR5,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,174982.5,Intel,No,8,DDR4,4.0,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
Acer,173008.5,Intel,No,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,386715.0,AMD,Yes,16,DDR4,4.7,LCD,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Lenovo,349387.5,AMD,Yes,16,DDR4,4.2,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
HP,234496.5,Intel,Yes,16,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,314965.0,Intel,No,16,DDR4,4.7,LED,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Acer,384965.0,Intel,Yes,16,DDR4,2.5,LED,NVIDIA,128,1024,Intel Core I5,Mid-End,Medium,Mid-end
HP,150496.5,Intel,Yes,8,DDR4,4.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Dell,136363.5,AMD,Yes,8,DDR4,2.7,LCD,AMD,256,0,AMD Ryzen 3,Low-End,Small,Low-end
ASUS,199465.0,Intel,Yes,16,DDR4,2.8,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Dell,165154.5,Intel,Yes,8,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
MSI,150465.0,Intel,No,8,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,148015.0,Intel,Yes,4,DDR4,1.2,LCD,Intel,256,1024,Intel Core I3,Low-End,Small,Entry-level
Lenovo,247800.0,Intel,No,8,DDR4,3.1,LCD,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
Dell,220496.5,Intel,No,8,DDR4,1.7,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,80465.0,AMD,Yes,4,DDR4,2.3,LCD,AMD,256,0,Athlon,Low-End,Small,Low-end
