Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,Operating_System,Processor_Tier,Processor_Speed(Ghz),Display_Tier,GPU_Tier,SSD(GB),HDD(GB)
0,297465.0,0,1,8,3,1,3,3,1.0,3.0,1,3,1024,0
5,229414.5,2,1,16,3,0,3,4,1.0,2.0,1,3,512,0
5,152215.0,0,1,16,6,0,0,4,1.0,3.0,1,2,512,0
1,367465.0,2,1,16,3,0,3,4,2.0,4.5,1,3,512,1024
7,153965.0,2,0,16,4,0,2,4,1.0,1.5,2,2,512,0
3,136465.0,2,1,8,3,0,2,4,1.0,2.5,1,1,512,0
0,125965.0,2,0,8,3,0,2,4,0.0,1.0,1,1,512,0
0,136465.0,2,1,8,3,0,2,4,0.0,3.0,1,1,256,1024
7,349965.0,2,0,16,4,0,2,4,2.0,4.5,1,2,512,0
0,132965.0,2,0,8,3,0,2,4,0.0,1.0,1,1,512,0
0,193550.0,0,0,16,6,1,0,4,1.0,4.0,1,1,512,0
7,292565.0,2,1,16,4,0,2,4,2.0,3.0,1,2,512,0
0,150465.0,2,0,8,3,0,2,4,0.0,1.0,1,1,512,0
0,150465.0,2,0,8,3,0,2,4,0.0,4.0,1,1,512,0
5,192465.0,2,0,8,3,0,2,4,1.0,1.5,1,1,512,0
5,185465.0,0,1,16,3,0,0,4,2.0,2.0,1,1,512,0
4,136465.0,0,0,8,3,0,0,4,0.0,2.5,1,1,256,0
3,262496.5,2,1,16,3,1,2,3,1.0,2.5,1,2,512,0
4,224724.5,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
5,195965.0,2,0,16,3,0,2,4,1.0,3.5,1,2,512,0
5,143500.0,2,1,8,3,1,2,3,0.0,3.0,1,1,256,0
6,236775.0,2,1,8,5,0,3,4,1.0,3.5,1,3,512,0
0,537817.0,0,0,16,6,0,3,4,3.0,5.0,1,3,1024,0
5,199465.0,0,0,8,3,0,0,4,1.0,2.0,1,1,512,0
3,212807.0,2,0,8,3,0,2,4,0.0,4.5,1,1,512,0
6,209965.0,2,0,16,3,0,2,4,1.0,4.5,1,2,512,0
6,230965.0,2,0,16,3,0,3,4,1.0,3.5,1,3,256,1024
4,190225.0,2,1,8,3,1,3,3,1.0,4.0,1,2,0,1024
6,244965.0,2,0,16,3,0,2,4,2.0,5.0,1,2,512,0
5,161665.0,0,1,8,3,0,0,4,1.0,2.0,1,1,512,0
4,120715.0,0,1,8,3,0,0,4,0.0,2.5,1,1,512,0
0,454965.0,0,1,16,3,0,0,4,3.0,5.0,1,4,1024,0
5,266700.0,2,0,16,3,1,2,4,1.0,2.5,1,2,512,0
5,230961.5,2,1,16,6,0,2,4,1.0,1.5,1,1,512,0
7,234465.0,2,0,32,6,0,2,4,2.0,5.0,1,2,1024,0
0,227465.0,2,0,16,3,0,2,4,1.0,1.5,2,2,512,0
6,269465.0,2,1,16,5,0,3,4,1.0,3.5,1,3,512,0
0,253746.5,2,0,16,3,1,2,4,1.0,4.0,1,2,512,0
3,269465.0,2,1,16,3,0,3,4,1.0,2.5,1,2,512,0
6,118965.0,2,1,8,3,0,2,4,0.0,3.0,1,1,512,0
0,142009.0,2,0,8,3,0,2,4,0.0,3.0,1,1,512,0
5,301665.0,2,1,16,6,0,2,4,2.0,2.5,2,2,512,0
5,289765.0,2,1,16,6,1,2,4,2.0,3.5,1,1,512,0
7,174965.0,2,0,16,3,0,2,4,2.0,3.0,1,2,512,0
5,437465.0,2,0,16,3,1,3,4,2.0,2.0,2,3,1024,0
5,117250.0,2,0,4,3,1,2,3,0.0,1.0,1,1,0,1024
3,277546.5,2,1,16,3,0,2,4,1.0,4.5,1,2,512,0
5,230965.0,2,0,8,3,0,2,4,1.0,4.0,1,1,512,0
5,230965.0,2,0,8,3,1,2,3,1.0,2.5,1,2,1024,0
0,209650.0,2,1,16,3,0,2,4,1.0,4.0,1,2,512,0
4,269465.0,0,1,8,3,0,3,4,1.0,4.0,1,3,512,0
0,213465.0,2,0,16,3,0,2,4,1.0,2.5,1,2,512,0
4,171496.5,2,0,16,3,0,2,4,1.0,4.0,1,2,512,0
0,279965.0,2,0,8,2,1,3,3,1.0,1.5,1,2,512,0
1,150465.0,2,0,16,3,0,2,4,2.0,3.0,1,2,1024,0
5,272650.0,0,0,8,3,1,0,3,1.0,2.0,1,1,512,0
3,179546.5,2,1,8,3,0,2,4,1.0,2.5,1,1,256,1024
5,231000.0,2,0,8,3,1,2,3,1.0,2.5,1,2,512,0
4,419965.0,0,0,16,3,0,3,4,2.0,4.0,2,3,1024,0
4,367465.0,2,1,16,4,1,2,4,2.0,4.5,1,2,1024,0
5,278141.5,0,0,16,3,1,0,4,2.0,2.0,1,1,512,0
0,507465.0,2,0,16,3,0,3,4,2.0,4.5,1,3,1024,0
0,167965.0,0,0,8,3,1,0,3,1.0,2.0,1,1,512,0
5,125965.0,2,0,8,3,0,2,4,0.0,4.0,1,1,0,1024
4,381496.5,2,0,16,4,1,2,4,2.0,4.5,1,2,512,0
5,103215.0,0,1,8,3,0,0,4,0.0,2.5,1,1,256,0
5,216930.0,2,1,16,3,0,2,4,1.0,2.5,1,2,512,0
1,129465.0,0,0,16,3,0,0,4,1.0,3.0,1,1,512,0
1,122115.0,0,0,8,3,0,0,4,1.0,3.0,1,1,512,0
0,150465.0,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
6,227465.0,2,0,8,3,0,2,4,2.0,3.5,1,2,512,0
1,97965.0,2,1,8,3,0,2,4,0.0,4.0,1,1,256,0
5,178500.0,2,1,8,3,0,2,4,1.0,1.5,1,1,512,0
4,384965.0,2,1,16,3,0,3,4,2.0,4.5,2,3,512,0
0,139650.0,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
1,104965.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
3,311496.5,2,1,16,3,1,2,3,2.0,2.5,1,2,512,0
6,272965.0,2,1,8,3,0,3,3,2.0,4.5,1,3,512,0
1,216965.0,2,0,16,4,0,2,4,1.0,1.5,1,2,512,0
4,181296.5,2,1,16,3,0,2,4,1.0,2.5,1,1,512,0
3,124215.0,0,1,8,3,0,0,4,0.0,2.5,1,1,512,0
5,164465.0,2,1,8,3,0,2,4,0.0,3.0,1,1,512,0
4,349965.0,2,0,16,3,0,3,4,2.0,3.5,1,3,512,0
0,181965.0,2,0,16,3,0,2,4,1.0,2.5,2,2,512,0
0,577430.0,2,1,16,5,0,3,4,2.0,2.5,1,4,1024,0
1,229215.0,0,1,8,5,0,3,4,1.0,3.5,1,3,512,0
5,262465.0,2,1,16,5,0,3,4,1.0,1.5,1,3,512,0
0,152250.0,2,0,8,3,0,2,4,1.0,1.0,1,1,256,0
5,225746.5,2,0,8,3,0,3,4,1.0,3.5,1,3,512,0
0,300965.0,0,1,8,3,0,3,4,2.0,4.0,2,3,512,0
0,238000.0,2,0,16,3,0,3,4,1.0,2.5,1,3,512,0
5,71939.0,0,0,4,3,1,0,3,0.0,3.0,1,1,0,1024
6,251965.0,2,1,8,3,1,3,3,2.0,2.0,1,3,0,1024
0,243215.0,0,0,16,3,0,0,4,2.0,3.0,2,2,512,0
5,222757.5,0,1,8,3,0,3,4,2.0,4.0,1,3,512,0
5,185465.0,0,1,16,3,0,0,4,1.0,2.0,1,1,512,0
5,83821.5,2,0,4,3,0,2,1,0.0,3.0,1,1,256,0
1,214599.0,2,0,8,3,0,3,4,1.0,3.5,1,1,512,0
5,272965.0,0,1,16,5,0,3,4,2.0,3.5,1,3,512,0
7,463123.5,2,0,16,6,0,2,4,2.0,3.5,2,2,512,0
5,202965.0,0,0,16,3,0,0,4,1.0,2.0,1,1,512,0
1,113046.5,2,0,4,3,1,2,4,0.0,5.0,1,1,256,0
5,185465.0,2,0,8,3,0,2,4,1.0,2.5,1,2,512,0
7,521500.0,2,0,16,6,0,2,4,2.0,3.5,1,2,512,0
4,286996.5,2,0,16,3,1,3,3,1.0,4.0,1,2,512,0
5,90965.0,2,0,4,3,1,2,3,0.0,1.0,1,1,256,0
0,257250.0,0,1,16,3,1,3,4,1.0,3.5,1,3,512,0
4,152246.5,0,1,8,6,0,0,4,1.0,4.0,1,1,512,0
4,83996.5,0,0,8,3,0,0,1,0.0,2.5,1,1,512,0
8,342965.0,2,0,16,3,1,2,4,2.0,4.5,1,2,512,0
3,174996.5,2,1,8,3,0,3,4,1.0,2.5,1,2,512,0
7,248465.0,2,1,16,3,0,3,4,2.0,3.0,1,3,512,0
0,329000.0,2,0,8,3,0,2,4,1.0,3.5,1,2,512,0
5,416850.0,0,1,16,3,0,3,4,2.0,3.5,1,3,512,0
0,453561.5,2,0,16,3,0,3,4,2.0,4.5,2,3,1024,0
8,314965.0,2,0,16,4,1,2,4,1.0,4.0,1,2,512,0
5,182665.0,0,1,16,3,1,0,4,1.0,2.0,1,1,512,0
4,297465.0,0,0,16,5,0,3,4,2.0,5.0,2,3,512,0
7,202965.0,2,0,16,4,0,2,4,2.0,5.0,1,2,512,0
4,299600.0,2,0,16,3,0,2,4,2.0,1.5,1,2,512,0
0,89211.5,0,0,8,3,0,0,4,0.0,2.5,1,1,256,0
3,137550.0,2,1,8,3,1,2,3,0.0,1.0,1,1,256,0
5,135450.0,2,1,8,6,0,2,4,0.0,1.5,1,1,512,0
7,195965.0,2,0,8,2,0,2,4,0.0,3.5,1,1,128,0
4,325465.0,2,0,16,3,1,2,3,2.0,3.0,1,1,1024,0
5,227465.0,0,1,16,4,0,0,4,2.0,2.0,1,1,512,0
6,181965.0,2,0,16,3,0,2,4,1.0,4.5,1,2,512,0
0,314965.0,2,1,16,3,0,3,4,2.0,2.5,1,3,1024,0
0,255465.0,0,0,16,4,1,0,4,1.0,2.0,1,1,512,0
4,244996.5,2,0,16,3,0,2,4,1.0,4.5,1,2,512,0
6,209965.0,2,1,16,3,0,2,4,2.0,5.0,1,2,512,0
5,171465.0,0,0,16,3,0,0,4,2.0,2.0,1,1,512,0
6,316715.0,2,1,16,3,0,3,4,2.0,4.5,2,3,512,0
1,251650.0,0,1,16,5,0,3,4,2.0,3.0,1,3,512,0
0,136465.0,0,1,8,5,0,0,4,0.0,4.0,1,1,512,0
3,523250.0,2,1,16,3,0,3,4,2.0,3.0,1,3,512,0
3,185465.0,2,1,8,3,0,2,4,1.0,4.0,1,1,256,0
1,122465.0,2,0,4,3,1,2,3,0.0,2.0,1,1,256,0
0,111996.5,2,0,4,3,1,2,3,0.0,2.0,1,1,512,0
4,178850.0,0,0,8,3,1,0,4,1.0,2.0,1,1,512,0
3,311465.0,2,0,16,5,0,3,4,2.0,3.5,1,2,512,0
1,223975.5,2,0,8,3,1,2,3,1.0,4.0,1,2,512,0
5,563465.0,0,1,32,5,0,3,4,2.0,3.0,2,4,1024,0
8,402465.0,2,0,16,6,1,2,4,2.0,4.5,1,2,512,0
5,108465.0,2,0,4,3,1,2,3,0.0,1.0,1,1,0,1024
0,279965.0,0,0,16,4,1,0,4,1.0,2.0,1,1,1024,0
5,286965.0,0,0,16,3,0,3,4,2.0,3.5,1,3,512,0
1,110946.5,2,1,8,3,0,2,4,0.0,1.5,1,1,256,0
0,227465.0,2,1,16,3,0,2,4,1.0,4.5,1,2,512,0
3,130000.5,2,1,8,3,0,2,4,0.0,1.0,1,1,1024,0
4,134221.5,0,0,8,3,1,0,1,1.0,2.0,1,2,0,1024
3,195965.0,2,0,8,5,0,2,4,0.0,3.5,1,1,512,0
3,158200.0,2,1,8,3,0,2,4,0.0,1.5,1,1,256,0
3,279996.5,2,1,16,3,0,2,4,1.0,3.5,1,1,512,0
3,216615.0,2,0,8,6,0,2,4,1.0,3.5,1,2,1024,0
3,244965.0,2,0,16,6,0,2,4,1.0,3.5,1,2,1024,0
3,227465.0,2,0,16,6,0,2,4,1.0,3.5,1,2,512,0
1,577465.0,2,1,16,5,0,3,4,2.0,3.0,2,3,512,0
0,333900.0,2,0,16,6,1,2,4,1.0,3.5,1,2,512,0
3,277126.5,2,1,8,3,0,2,4,1.0,4.5,1,2,512,0
1,115465.0,2,0,8,6,0,2,4,0.0,2.0,1,1,512,0
3,314996.5,2,0,16,3,1,2,3,2.0,3.0,1,2,512,0
5,262500.0,0,0,16,4,0,0,4,2.0,2.0,1,1,512,0
0,321965.0,0,1,16,5,0,3,4,2.0,4.5,2,3,1024,0
6,367465.0,2,0,16,5,0,3,4,2.0,3.5,2,3,1024,0
3,279996.5,2,1,16,3,1,2,3,1.0,2.5,1,2,512,0
4,265965.0,2,1,8,3,0,3,4,1.0,4.0,1,3,512,0
7,357000.0,0,1,8,4,0,0,4,1.0,2.0,1,1,256,0
5,146965.0,2,1,8,3,0,2,4,0.0,3.0,1,1,256,0
0,192465.0,0,0,16,3,0,0,4,2.0,2.0,2,1,512,0
1,93765.0,2,0,8,3,0,2,4,0.0,1.0,1,1,256,0
3,454965.0,2,1,16,5,0,3,4,2.0,3.5,1,3,512,0
4,262465.0,2,0,16,3,0,2,4,1.0,4.5,1,2,512,0
1,174965.0,0,0,8,4,0,0,4,1.0,2.0,1,1,512,0
5,160965.0,2,0,8,3,1,2,3,1.0,2.5,1,2,512,0
0,521465.0,0,1,16,5,0,3,4,2.0,4.5,2,3,1024,0
4,367465.0,0,1,16,3,0,3,4,2.0,4.0,2,3,512,0
5,115465.0,2,0,8,3,0,2,4,0.0,2.0,1,1,256,0
6,318748.5,2,1,16,3,1,3,3,2.0,2.0,1,3,512,0
0,142380.0,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
0,118965.0,2,1,8,3,1,2,4,0.0,3.0,1,1,512,0
3,232746.5,2,0,16,3,0,2,4,1.0,2.5,2,1,512,0
6,361291.0,2,1,16,3,0,3,4,1.0,4.5,1,3,512,0
3,346465.0,2,1,16,5,0,3,4,2.0,3.5,1,3,1024,0
3,178465.0,2,1,8,3,0,2,4,1.0,3.5,1,1,256,1024
5,301000.0,2,1,8,3,0,2,4,1.0,2.5,1,2,512,0
0,173736.5,2,1,8,3,0,2,4,1.0,2.5,1,2,512,0
5,272965.0,2,0,16,3,0,2,4,2.0,3.0,1,2,512,0
1,260015.0,2,0,8,4,0,2,4,1.0,4.0,1,2,512,0
8,430465.0,2,0,16,3,1,2,4,2.0,2.0,1,2,512,0
8,384965.0,2,0,16,3,1,2,4,1.0,2.0,1,2,512,0
7,1256496.5,2,1,16,5,0,3,3,2.0,2.0,1,4,1024,0
8,384965.0,2,1,16,3,1,2,4,2.0,2.0,1,2,512,0
8,297465.0,2,0,16,4,0,2,4,0.0,2.0,1,2,512,0
8,374500.0,2,0,16,3,1,2,4,2.0,2.0,1,2,1024,0
8,468965.0,2,1,16,4,1,2,4,2.0,2.0,1,2,1024,0
3,403515.0,2,1,16,5,0,3,4,2.0,3.5,1,3,512,0
8,419965.0,2,0,16,3,1,2,4,2.0,2.0,2,2,1024,0
5,83965.0,2,0,4,3,0,2,3,0.0,2.0,1,1,256,0
3,116088.0,2,1,8,3,0,2,4,0.0,2.0,1,1,256,0
3,129465.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
0,290465.0,0,1,8,3,0,3,4,2.0,4.0,1,3,512,0
5,326165.0,2,1,16,6,1,2,4,2.0,2.5,1,2,512,0
0,106711.5,2,0,4,3,0,2,4,0.0,1.0,1,1,256,0
0,311465.0,0,1,16,5,0,3,4,2.0,4.5,2,3,512,0
0,601965.0,2,0,16,6,0,3,4,2.0,2.5,1,3,512,0
6,321965.0,2,0,8,5,0,3,4,2.0,3.0,1,3,512,0
0,238248.5,2,1,8,3,1,3,3,1.0,2.5,2,3,512,0
0,360465.0,2,1,16,3,1,3,3,3.0,2.5,1,3,1024,0
8,573965.0,2,0,16,3,1,2,4,2.0,2.0,2,2,512,0
5,286965.0,2,0,16,4,0,2,4,2.0,3.5,1,2,512,0
4,132965.0,0,0,8,6,0,0,4,0.0,4.0,1,2,512,0
8,545965.0,2,0,16,3,1,2,4,1.0,2.0,2,2,512,0
5,244965.0,0,1,16,4,0,0,4,2.0,2.0,1,1,512,0
4,230615.0,2,0,16,3,0,3,4,1.0,4.5,1,2,512,0
6,297465.0,2,1,16,5,0,3,4,2.0,4.5,1,3,1024,0
0,262465.0,2,1,16,3,1,2,4,1.0,2.5,1,2,512,0
0,248636.5,2,0,16,6,1,3,4,1.0,2.0,1,3,512,0
3,137550.0,2,0,8,3,0,2,4,0.0,4.0,1,1,512,0
0,265965.0,2,0,16,3,1,3,4,1.0,2.0,1,3,512,0
3,148393.0,2,1,8,3,0,2,3,0.0,1.5,1,1,256,0
0,279965.0,2,0,16,3,1,3,4,1.0,2.5,1,3,512,0
5,178496.5,2,1,8,3,0,2,1,1.0,4.0,1,2,512,0
6,220465.0,2,0,16,4,1,2,3,1.0,2.5,1,2,512,0
5,129465.0,2,1,8,3,0,2,4,0.0,3.0,1,1,256,0
0,265825.0,2,0,16,3,0,3,4,1.0,2.5,2,3,512,0
0,440965.0,2,0,16,5,0,3,4,2.0,5.0,2,3,1024,0
5,286965.0,2,0,16,6,1,2,4,1.0,2.5,1,2,512,0
4,298900.0,0,1,16,5,0,0,4,2.0,4.5,1,1,1024,0
3,129465.0,0,1,8,3,0,0,4,0.0,2.5,1,1,256,0
5,328965.0,2,1,16,3,0,2,4,2.0,1.5,1,2,512,0
5,115465.0,2,0,8,3,1,2,3,0.0,1.0,1,1,256,0
4,262150.0,2,0,16,3,0,2,4,2.0,2.5,1,2,1024,0
7,261065.0,2,0,16,4,0,2,4,1.0,2.5,1,2,512,0
0,118296.5,0,1,8,6,0,0,4,0.0,2.5,1,1,512,0
0,187565.0,0,1,16,3,0,3,4,1.0,4.0,1,3,512,0
0,173215.0,2,0,16,3,0,2,4,1.0,1.0,1,1,512,0
5,259665.0,0,0,16,4,0,0,4,1.0,2.0,1,1,512,0
0,169365.0,2,0,8,3,0,2,4,0.0,1.5,1,2,512,0
1,248465.0,2,1,16,5,0,3,4,1.0,2.5,1,3,512,0
0,132996.5,2,0,4,3,1,2,3,0.0,4.0,1,1,256,0
5,178496.5,2,1,8,3,0,2,3,0.0,2.0,1,1,256,0
1,157465.0,2,0,16,3,0,2,4,1.0,2.5,1,2,512,0
5,159215.0,2,0,8,3,1,2,3,1.0,2.5,1,2,256,0
0,202965.0,2,0,8,3,0,3,3,1.0,2.5,1,3,256,1024
4,472528.0,0,0,8,3,1,0,3,1.0,2.0,1,2,512,0
1,150465.0,2,1,8,5,0,2,4,1.0,4.0,1,2,512,0
5,118965.0,2,0,4,3,1,2,3,0.0,3.0,1,1,256,0
4,316715.0,2,0,16,3,1,2,4,1.0,4.0,1,2,512,0
3,367465.0,0,1,16,3,0,3,4,2.0,3.5,1,3,512,0
4,505750.0,2,0,16,4,1,2,4,2.0,4.5,1,2,512,0
6,262465.0,2,0,16,3,0,3,4,2.0,4.5,2,3,512,0
3,229250.0,2,1,8,3,0,3,4,1.0,3.0,1,2,256,1024
1,134715.0,2,0,8,6,0,2,4,0.0,4.0,1,1,512,0
5,115465.0,2,0,4,3,1,2,3,0.0,1.0,1,1,256,0
0,335996.5,0,0,16,3,1,0,3,2.0,2.0,1,1,512,0
4,438900.0,0,1,16,5,0,3,4,2.0,4.5,2,3,512,0
7,349965.0,2,1,8,6,0,2,4,1.0,4.0,1,1,256,0
0,216965.0,2,0,8,3,0,3,4,1.0,2.0,2,3,512,0
7,64620.5,2,0,4,4,0,2,2,0.0,1.0,1,1,128,0
0,122465.0,2,0,8,3,0,2,4,0.0,1.0,1,1,512,0
3,223996.5,2,1,16,3,1,3,3,1.0,2.5,1,2,512,0
3,314965.0,2,0,16,6,0,2,4,2.0,3.5,1,1,512,0
4,152246.5,2,0,4,3,1,2,3,0.0,1.0,1,1,0,1024
3,174965.0,2,0,8,3,0,2,4,1.0,2.5,1,1,512,0
5,272965.0,0,1,16,4,0,0,4,2.0,2.0,1,1,512,0
0,598465.0,2,1,16,5,0,3,4,3.0,5.0,2,3,1024,0
4,309400.0,0,0,16,3,1,0,3,2.0,2.0,1,1,512,0
3,153965.0,2,0,8,3,1,2,4,1.0,2.5,1,1,512,0
0,311465.0,2,1,16,6,1,2,4,1.0,1.5,1,1,512,0
0,402500.0,0,0,16,5,1,3,4,3.0,3.5,1,3,1024,0
7,279965.0,2,0,16,6,0,3,4,1.0,2.0,2,3,512,0
3,117246.5,2,0,16,3,1,2,4,0.0,4.0,1,1,256,1024
6,220496.5,2,0,8,3,0,3,3,2.0,5.0,1,2,512,0
4,124418.0,2,0,8,3,0,2,4,0.0,1.5,1,1,512,0
8,339465.0,2,0,16,3,1,2,4,2.0,3.0,2,2,512,0
8,489965.0,2,0,16,3,1,2,4,2.0,2.0,1,2,512,0
8,580965.0,2,0,16,3,1,2,4,2.0,2.0,2,2,1024,0
8,332430.0,2,0,16,3,1,2,4,1.0,2.0,1,2,512,0
8,545965.0,2,0,16,3,1,2,4,2.0,2.0,1,2,1024,0
0,241500.0,0,0,8,3,0,0,4,1.0,3.5,1,1,512,0
4,447646.5,2,0,16,5,0,3,4,2.0,4.5,2,4,1024,0
0,304465.0,2,0,8,2,1,2,3,1.0,1.5,1,1,512,0
0,601965.0,0,1,16,5,0,3,4,2.0,4.5,2,3,1024,0
3,304573.5,0,0,16,5,0,3,4,2.0,4.5,1,3,512,0
0,530915.0,0,0,16,5,0,3,4,2.0,3.5,1,3,1024,0
5,243215.0,2,1,16,6,1,2,4,1.0,2.0,1,1,512,0
3,234465.0,2,0,8,3,1,2,3,1.0,1.5,1,1,256,0
5,390215.0,2,1,16,6,1,2,4,2.0,2.0,1,2,512,0
3,316746.5,0,0,16,3,0,3,3,2.0,4.0,1,3,512,0
0,636965.0,2,0,16,6,0,3,4,3.0,2.5,1,3,1024,0
0,122465.0,2,0,4,3,1,2,3,0.0,2.0,1,1,0,1024
1,173775.0,2,1,8,3,0,2,4,1.0,2.5,1,2,512,0
5,314965.0,2,1,16,6,1,2,4,1.0,2.0,1,2,1024,0
7,279965.0,2,0,8,6,0,2,4,1.0,3.5,1,2,256,0
5,122465.0,0,1,8,3,0,0,1,1.0,3.5,1,1,512,0
0,384965.0,2,1,16,6,1,2,4,2.0,1.5,1,2,1024,0
3,174965.0,2,1,8,3,0,2,4,1.0,2.5,1,1,512,0
7,150465.0,2,0,16,4,0,2,4,2.0,5.0,1,2,1024,0
6,155746.5,2,1,8,3,0,2,4,1.0,4.0,1,2,512,0
3,143430.0,2,1,8,3,0,2,4,0.0,3.5,1,1,512,0
0,131596.5,2,0,8,3,1,2,3,0.0,3.0,1,1,0,1024
5,118965.0,2,0,4,3,1,2,3,0.0,1.0,1,1,256,0
3,874965.0,2,0,32,3,1,3,3,1.0,2.0,1,3,1024,0
0,587965.0,0,0,16,5,0,0,4,2.0,4.5,1,4,1024,0
1,139996.5,2,1,8,3,0,2,4,0.0,1.0,1,1,128,0
3,259665.0,2,0,8,3,0,2,4,1.0,5.0,1,1,512,0
0,1154965.0,2,0,16,6,1,2,4,2.0,1.0,2,2,1024,0
0,419965.0,2,1,16,5,0,3,4,2.0,2.5,1,3,1024,0
3,150465.0,2,1,8,3,0,2,4,1.0,3.0,1,1,256,1024
3,360465.0,2,1,16,3,0,3,4,2.0,2.5,1,3,512,0
0,227465.0,0,1,16,6,0,3,4,2.0,3.0,1,3,512,0
4,202996.5,0,0,8,5,0,3,4,1.0,4.5,1,3,512,0
3,197365.0,2,1,8,3,0,3,4,1.0,3.5,1,2,512,0
0,336000.0,2,0,16,3,1,2,4,2.0,2.5,1,2,512,0
0,367062.5,2,0,16,3,0,2,4,2.0,2.5,1,2,512,0
4,404246.5,2,1,8,3,0,2,3,2.0,3.0,1,1,512,0
2,1224650.0,1,0,32,5,0,1,6,,3.5,2,4,1024,0
0,244688.5,2,0,8,2,1,2,3,1.0,1.5,1,1,512,0
0,539000.0,0,0,16,3,0,3,4,2.0,3.0,2,3,1024,0
3,239746.5,2,1,16,3,0,3,4,1.0,4.5,1,3,512,0
0,367465.0,0,0,16,4,1,0,4,2.0,2.0,1,1,1024,0
4,598465.0,2,0,16,5,0,3,4,2.0,4.5,2,4,1024,0
4,360710.0,2,1,16,3,0,3,4,1.0,4.5,1,3,512,0
3,216825.0,2,1,8,3,0,2,4,1.0,2.5,1,2,512,0
0,402465.0,0,0,16,6,1,0,4,2.0,2.5,1,1,1024,0
0,77350.0,2,0,4,3,0,2,4,0.0,1.0,1,1,256,0
1,111965.0,0,0,8,3,1,0,4,0.0,3.5,1,1,512,0
4,128796.5,0,1,8,3,0,0,4,1.0,2.0,1,2,512,0
0,206465.0,0,0,16,3,1,0,4,1.0,4.0,1,1,1024,0
0,136815.0,0,1,8,6,0,0,4,1.0,4.0,1,1,512,0
4,271250.0,0,1,16,5,0,0,4,2.0,4.5,1,1,1024,0
7,570465.0,2,0,16,6,0,2,4,2.0,4.5,1,2,256,0
0,145250.0,0,0,4,3,1,0,3,1.0,2.0,1,2,256,0
5,475996.5,2,0,8,3,1,3,3,2.0,2.5,1,3,256,1024
4,469315.0,2,1,16,3,0,3,4,2.0,2.5,2,3,1024,0
3,284865.0,2,0,16,6,0,2,4,2.0,5.0,1,2,512,0
4,582746.5,2,0,16,3,1,3,3,2.0,3.0,2,4,1024,0
0,752500.0,0,1,16,5,0,3,4,3.0,5.0,1,4,1024,0
4,507496.5,2,0,32,4,1,2,4,2.0,5.0,1,2,1024,0
3,199496.5,2,1,8,6,0,2,4,1.0,3.5,1,2,512,0
7,311391.5,2,1,8,6,0,2,4,1.0,4.0,1,2,256,0
5,167965.0,2,1,8,3,0,2,4,1.0,1.5,1,1,512,0
0,244996.5,2,0,16,3,0,2,4,1.0,1.5,1,2,512,0
5,97615.0,2,0,8,3,0,2,4,0.0,1.0,1,1,256,0
4,319375.0,2,0,16,3,0,2,4,2.0,4.5,1,2,512,0
5,115465.0,2,1,8,3,0,2,4,0.0,3.0,1,1,512,0
0,127225.0,2,0,8,3,0,2,3,0.0,3.0,1,1,256,0
1,349965.0,0,0,16,4,0,3,4,2.0,2.5,1,3,1024,0
0,115150.0,0,1,8,5,0,0,4,0.0,4.0,1,1,512,0
4,260466.5,2,0,8,4,1,2,3,1.0,1.0,1,2,512,0
3,464765.0,2,1,16,5,0,3,4,3.0,4.0,1,4,1024,0
7,230965.0,2,0,8,3,0,3,4,1.0,2.5,1,3,512,0
1,332496.5,2,1,16,5,0,3,4,2.0,3.0,1,3,512,0
0,412965.0,2,1,16,6,1,2,4,2.0,2.0,1,2,512,0
4,381150.0,2,0,16,3,1,2,4,2.0,4.5,1,2,512,0
4,594996.5,2,1,16,5,0,3,4,2.0,4.5,2,3,1024,0
0,307965.0,2,1,16,6,1,2,4,1.0,4.5,1,2,512,0
6,320565.0,2,1,16,3,0,3,3,2.0,4.5,1,3,512,0
6,332465.0,0,1,16,5,0,3,4,2.0,4.5,2,3,1024,0
0,207865.0,0,0,8,3,0,0,4,1.0,4.0,1,1,512,0
3,374465.0,2,1,16,5,0,3,4,2.0,3.5,1,3,512,0
3,343000.0,2,0,16,3,0,3,4,2.0,4.5,2,2,512,0
0,309715.0,0,1,16,5,0,3,4,2.0,4.5,1,3,1024,0
5,320250.0,2,0,16,3,0,2,3,2.0,3.0,1,2,512,0
7,675465.0,2,0,16,6,0,2,4,2.0,4.5,1,2,512,0
5,194946.5,2,0,4,3,1,3,3,1.0,2.5,1,2,0,1024
4,92715.0,0,0,8,3,0,0,1,0.0,2.5,1,1,512,0
0,335615.0,2,0,16,3,1,3,3,1.0,4.0,1,3,1024,0
0,216965.0,2,0,8,3,1,2,3,1.0,2.5,1,1,256,1024
5,783996.5,2,1,16,4,0,2,4,2.0,3.0,1,1,1024,0
5,250071.5,2,1,8,3,0,2,1,1.0,4.0,1,1,512,0
