Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,Operating_System,Processor_Tier,Processor_Speed(Ghz),Display_Tier,GPU_Tier,SSD(GB),HDD(GB)
7,721875.0,2,1,16,3,0,3,4,2.0,2.5,1,3,1024,0
3,594965.0,2,1,16,6,0,3,4,2.0,3.5,1,3,512,0
0,230965.0,2,0,8,3,0,3,3,2.0,2.0,1,3,512,0
1,119000.0,2,0,4,3,0,2,3,0.0,2.0,1,1,0,1024
7,360465.0,2,0,8,6,0,2,4,1.0,4.0,1,2,128,0
3,251615.0,2,1,8,3,0,3,3,1.0,2.5,1,3,512,0
0,419965.0,0,0,16,5,0,0,4,2.0,4.5,1,4,1024,0
5,111996.5,2,0,8,3,0,2,1,0.0,3.0,1,1,256,0
4,320250.0,2,0,16,3,0,3,4,2.0,4.5,1,3,1024,0
5,192325.0,2,1,16,3,0,3,4,1.0,3.0,1,3,512,0
6,143465.0,2,0,16,3,0,2,4,1.0,2.5,1,2,512,0
0,227465.0,2,0,16,3,1,2,4,1.0,4.5,1,2,512,0
1,370996.5,0,1,16,3,0,3,4,1.0,3.5,1,3,512,1024
0,385000.0,0,0,16,6,1,0,4,1.0,3.0,1,1,512,0
7,640465.0,2,0,16,6,0,2,4,2.0,4.5,1,2,512,0
4,355491.5,0,0,8,3,0,0,3,2.0,4.5,1,1,512,0
0,337750.0,2,0,16,6,1,3,4,1.0,2.5,1,3,512,0
0,279965.0,0,0,16,5,0,0,4,2.0,4.0,1,1,512,0
0,612500.0,0,1,16,5,0,3,4,3.0,5.0,1,3,1024,0
4,662900.0,2,0,32,3,1,3,4,3.0,5.0,2,3,1024,0
0,220465.0,2,0,16,3,1,2,4,1.0,4.5,1,1,512,0
4,124635.0,2,1,8,3,0,2,1,0.0,4.0,1,1,512,0
4,223965.0,2,0,16,3,1,3,3,1.0,2.5,1,3,512,0
1,174965.0,0,1,8,4,0,0,4,1.0,2.0,1,1,512,0
3,343000.0,2,1,16,3,0,2,4,1.0,3.0,2,1,512,0
4,509215.0,2,0,16,3,0,2,4,2.0,4.5,2,2,512,0
5,500465.0,0,0,16,3,0,3,4,2.0,4.0,1,3,1024,0
5,304496.5,2,0,16,3,1,2,3,1.0,2.5,1,2,512,0
0,244965.0,2,0,16,3,0,3,4,1.0,2.5,1,3,512,0
0,437482.5,2,0,16,5,0,3,4,2.0,2.5,1,3,512,0
0,734965.0,0,1,16,5,0,3,4,3.0,5.0,2,3,1024,0
6,262465.0,2,1,8,3,0,3,4,1.0,4.0,1,3,512,0
4,531965.0,2,0,16,5,0,3,4,2.0,5.0,2,3,512,0
0,332360.0,2,1,8,1,0,2,3,2.0,2.5,1,1,512,0
3,384965.0,2,0,8,3,0,3,3,2.0,2.5,1,3,512,0
7,447965.0,2,0,16,3,0,2,4,2.0,2.0,1,2,256,0
3,181965.0,2,1,8,3,0,2,3,1.0,2.5,1,1,512,0
5,187481.0,0,1,16,3,0,0,4,1.0,2.5,1,1,512,0
5,451496.5,2,0,16,4,1,2,3,2.0,3.0,1,2,1024,0
5,247100.0,2,1,16,3,0,2,4,1.0,3.5,1,2,512,0
5,614915.0,2,1,16,6,1,2,4,2.0,3.5,1,2,1024,0
4,265650.0,2,1,8,3,0,2,4,1.0,4.0,1,2,512,0
7,581696.5,2,0,16,3,0,3,4,2.0,2.5,1,4,1024,0
4,531965.0,2,0,16,4,1,2,4,2.0,4.5,1,2,1024,0
7,916965.0,2,0,32,6,0,2,4,2.0,4.5,1,2,1024,0
4,202646.5,2,1,8,3,0,2,1,1.0,4.0,1,1,512,0
5,153965.0,2,1,8,5,0,2,4,0.0,4.0,1,1,512,0
3,241258.5,0,0,16,3,0,0,4,2.0,3.5,1,1,512,0
5,279965.0,2,1,16,6,1,2,4,1.0,3.5,1,2,512,0
6,438861.5,2,0,16,6,0,2,4,2.0,5.0,2,2,1024,0
0,332150.0,0,0,16,3,1,3,3,2.0,3.5,1,3,1024,0
5,605465.0,2,1,32,5,0,3,4,2.0,1.5,2,4,1024,0
0,507465.0,2,0,16,6,1,2,4,2.0,2.5,1,2,1024,0
6,132965.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
0,220430.0,2,1,16,3,0,2,4,1.0,1.5,1,1,512,0
0,99627.5,2,0,4,3,0,2,4,0.0,3.0,1,1,256,0
7,524965.0,2,1,16,4,0,3,3,2.0,4.0,1,2,1024,0
4,195996.5,0,1,8,3,0,3,4,1.0,4.0,2,3,512,0
0,283465.0,0,1,8,3,0,3,4,2.0,3.0,1,3,1024,0
3,594965.0,2,0,16,6,0,2,4,2.0,3.5,1,2,1024,0
6,630000.0,2,1,16,3,1,3,3,2.0,2.5,2,4,512,1024
4,131250.0,2,0,8,3,1,2,3,0.0,4.0,1,1,256,0
0,125965.0,2,0,16,3,0,2,4,0.0,3.0,1,1,512,0
1,305224.5,2,0,8,2,1,2,3,2.0,1.5,1,1,256,0
7,97965.0,2,0,8,4,0,2,4,0.0,1.0,1,1,256,0
4,140875.0,2,1,16,3,0,2,4,0.0,1.0,1,1,512,0
4,258965.0,2,0,16,3,0,3,4,1.0,4.5,1,2,512,0
0,125965.0,0,0,8,6,0,0,4,0.0,2.5,1,1,512,0
0,188965.0,2,0,16,3,0,3,4,1.0,3.0,1,3,512,0
8,188965.0,2,1,16,3,1,2,4,1.0,4.0,1,2,512,0
0,125965.0,0,0,8,6,0,0,4,0.0,4.0,1,1,512,0
4,129465.0,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
5,173215.0,2,1,8,3,1,3,3,1.0,2.5,1,1,0,1024
0,146965.0,2,0,16,3,0,2,4,0.0,1.0,1,1,512,0
0,167965.0,0,0,8,3,0,0,4,1.0,4.0,1,1,256,1024
0,110250.0,2,1,8,3,0,2,4,0.0,1.5,1,1,256,0
0,132965.0,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
7,101465.0,2,0,8,3,0,2,4,1.0,2.5,1,1,512,0
0,69965.0,2,0,4,3,0,2,4,0.0,3.0,1,1,256,0
7,104965.0,2,1,8,4,0,2,4,0.0,4.0,1,1,512,0
6,183715.0,2,0,16,3,0,2,4,1.0,3.5,1,3,512,0
0,122465.0,2,1,8,3,0,2,4,0.0,2.0,1,1,512,0
5,244965.0,0,1,16,5,0,3,4,2.0,3.0,1,3,512,0
4,241465.0,2,1,16,3,0,2,4,1.0,4.0,1,2,512,0
7,185465.0,2,0,16,4,0,2,4,1.0,4.0,1,2,512,0
0,290496.5,2,1,16,3,0,3,4,2.0,2.5,1,3,1024,0
7,101465.0,2,0,8,4,0,2,4,1.0,4.5,1,2,512,0
0,272650.0,0,1,16,3,0,3,4,2.0,4.0,1,3,512,0
6,205065.0,2,0,16,3,0,3,4,1.0,4.0,1,3,512,0
5,199465.0,2,1,16,6,0,2,4,1.0,2.0,1,1,512,0
0,209965.0,2,1,8,3,0,3,4,1.0,2.5,1,3,512,0
0,213465.0,0,0,16,3,0,3,4,2.0,3.0,1,3,512,0
4,230965.0,0,1,8,5,0,3,4,1.0,3.5,1,3,512,0
0,174965.0,0,0,16,3,0,0,4,1.0,2.0,2,1,512,0
4,140462.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
4,305550.0,2,0,16,3,0,2,4,2.0,3.5,1,1,512,0
5,118965.0,0,1,8,6,0,0,4,0.0,2.5,1,2,512,0
0,223996.5,2,0,8,3,0,2,4,1.0,2.5,1,2,512,0
4,129465.0,2,1,8,3,0,2,4,0.0,3.5,1,1,512,0
4,185496.5,2,1,8,3,0,2,4,1.0,4.0,1,2,512,0
5,115465.0,2,0,4,3,1,2,3,0.0,3.0,1,1,256,0
0,271425.0,2,0,16,6,1,3,4,1.0,2.0,1,3,512,0
0,265965.0,2,0,16,3,1,2,4,2.0,3.0,1,2,512,0
4,192465.0,2,0,8,3,0,2,4,0.0,4.0,1,1,512,0
0,230965.0,0,1,16,3,0,3,4,1.0,3.5,1,3,512,0
0,80465.0,2,0,8,3,0,2,4,0.0,1.0,1,1,256,0
0,213465.0,2,1,8,3,0,3,4,1.0,2.5,1,3,512,0
5,237965.0,2,1,8,3,0,2,4,1.0,1.5,1,1,512,0
5,335965.0,2,1,16,5,0,3,4,2.0,2.5,1,3,512,0
6,227465.0,2,0,16,3,0,3,4,1.0,3.5,1,3,512,0
5,342965.0,0,0,16,3,0,3,4,2.0,3.0,1,3,512,0
5,254800.0,2,0,16,3,0,2,4,1.0,3.5,1,2,1024,0
6,209965.0,2,0,8,3,0,3,4,1.0,3.5,1,3,512,0
6,179865.0,0,0,8,5,0,0,4,1.0,4.0,1,3,512,0
5,115115.0,0,1,8,6,0,0,4,0.0,2.5,1,2,512,0
6,114065.0,2,1,8,4,0,2,4,0.0,3.5,1,1,512,0
1,150465.0,2,1,8,3,0,2,4,1.0,2.5,1,2,512,0
6,384965.0,2,0,16,5,0,3,4,2.0,4.5,2,3,1024,0
4,136766.0,2,0,4,3,1,2,3,0.0,2.0,1,1,0,1024
4,486465.0,2,1,16,5,0,3,4,2.0,5.5,2,3,1024,0
3,190746.5,2,1,8,3,0,2,4,1.0,3.5,1,1,256,1024
4,219971.5,2,0,16,3,0,3,4,1.0,5.0,1,3,512,0
0,314965.0,0,0,16,3,0,3,4,2.0,4.5,1,3,512,0
5,250215.0,2,1,16,3,0,2,4,1.0,1.5,1,1,512,0
7,153965.0,2,0,16,6,0,2,4,2.0,2.5,1,2,512,0
6,451465.0,2,0,8,5,0,3,4,2.0,5.0,2,3,1024,0
0,392805.0,0,1,16,3,0,3,4,2.0,3.5,2,3,512,0
4,395465.0,2,0,16,5,0,3,4,2.0,5.0,2,3,1024,0
4,196350.0,2,1,16,3,0,2,4,1.0,4.0,1,2,512,0
6,115465.0,2,0,8,3,0,2,4,0.0,1.0,1,1,256,0
0,706965.0,0,0,16,5,0,3,4,3.0,5.0,1,4,1024,0
4,122465.0,0,1,8,3,0,0,4,1.0,2.5,1,1,512,0
5,172865.0,0,1,8,3,0,0,1,2.0,2.0,1,1,512,0
0,118965.0,0,1,8,6,0,0,4,0.0,4.0,1,1,1024,0
6,524996.5,2,0,16,3,0,3,3,3.0,4.5,2,3,1024,0
5,399665.0,2,1,16,6,1,2,4,2.0,3.0,1,1,1024,0
0,369250.0,0,1,16,4,1,3,3,3.0,3.0,1,3,1024,0
5,125996.5,2,1,8,3,0,2,4,0.0,3.0,1,1,256,0
8,461965.0,2,1,16,4,1,2,4,2.0,5.0,1,2,512,0
5,157465.0,0,1,16,3,0,0,4,2.0,2.0,1,1,512,0
4,114271.5,2,1,8,3,0,2,1,0.0,4.0,1,2,512,0
6,276465.0,2,0,16,5,0,3,4,1.0,3.5,1,3,1024,0
6,475965.0,2,0,16,5,0,3,4,3.0,5.0,1,3,1024,0
8,507465.0,2,1,16,6,1,2,4,2.0,5.0,2,2,512,0
0,269465.0,0,0,8,3,0,3,4,2.0,4.0,2,3,512,0
4,118996.5,0,1,8,3,0,0,1,1.0,2.0,1,1,512,0
6,160965.0,2,0,8,3,0,2,4,0.0,1.0,1,1,512,0
0,381465.0,2,1,16,3,0,3,4,2.0,1.5,1,3,512,0
3,244965.0,2,1,16,3,0,2,4,2.0,1.5,1,1,512,0
4,195965.0,0,0,16,3,0,0,4,1.0,4.0,1,1,1024,0
0,363265.0,0,0,8,3,1,3,3,2.0,3.0,1,3,1024,0
4,311465.0,2,1,16,3,0,3,4,2.0,4.5,1,3,512,0
4,183886.5,0,0,16,3,0,0,4,1.0,4.0,1,3,512,0
4,118965.0,2,0,8,3,0,2,4,0.0,4.0,1,1,512,0
5,287665.0,0,1,16,5,0,3,4,2.0,4.5,1,3,512,0
5,294665.0,2,1,16,6,0,2,4,2.0,2.5,2,2,1024,0
0,759465.0,0,1,16,5,0,3,4,3.0,5.0,2,4,1024,0
7,297360.0,2,1,8,3,0,2,3,2.0,2.0,1,1,512,0
0,741965.0,0,0,16,5,0,3,4,3.0,5.0,1,4,1024,0
0,992561.5,2,0,32,5,0,3,4,3.0,2.5,1,4,1024,0
0,139965.0,2,1,8,3,1,2,1,1.0,2.5,1,1,512,0
0,281715.0,0,0,8,3,1,3,3,2.0,3.0,1,3,512,0
0,248465.0,0,0,16,3,0,3,4,2.0,3.0,1,3,1024,0
4,594965.0,2,0,32,6,1,2,4,2.0,5.0,1,2,1024,0
4,580755.0,2,1,32,6,1,2,4,2.0,5.0,1,2,1024,0
6,433965.0,2,1,16,5,1,3,4,2.0,3.5,1,3,1024,0
0,370965.0,0,1,8,3,0,3,3,2.0,3.0,1,3,1024,0
8,258965.0,2,0,16,4,0,2,4,2.0,1.5,1,2,512,0
6,769965.0,2,1,32,5,0,3,4,2.0,5.0,2,3,1024,0
0,594930.0,0,0,16,5,0,0,4,3.0,5.0,1,1,1024,0
0,664965.0,0,0,16,5,0,3,4,3.0,5.0,1,4,1024,0
0,705064.5,0,1,32,5,0,3,4,3.0,5.0,1,3,1024,0
0,377968.5,0,0,16,5,0,3,4,2.0,4.5,1,3,1024,0
1,104996.5,0,1,8,3,0,2,4,0.0,3.0,1,1,0,1024
5,167965.0,2,0,8,3,0,2,4,1.0,1.5,1,1,512,0
0,573965.0,0,0,16,5,0,0,4,3.0,5.0,2,2,1024,0
0,349965.0,0,0,16,3,1,3,3,3.0,3.0,1,3,1024,0
5,112000.0,0,1,8,3,0,0,1,0.0,3.5,1,1,512,0
0,671965.0,2,0,16,6,0,3,4,3.0,2.5,1,3,1024,0
4,169715.0,0,1,8,3,0,0,1,2.0,4.0,1,1,512,0
5,355215.0,2,0,16,5,0,3,4,2.0,3.5,1,3,512,0
7,309365.0,2,0,16,6,0,2,4,1.0,3.5,1,2,256,0
4,311465.0,0,0,16,4,1,0,4,1.0,4.0,1,1,512,0
5,356615.0,0,0,16,5,0,3,4,2.0,3.5,1,3,512,0
0,183225.0,2,0,16,3,0,2,4,1.0,2.5,1,2,512,0
3,381465.0,0,1,16,5,0,3,4,3.0,3.5,1,3,1024,0
4,545678.0,2,1,16,5,1,2,4,2.0,4.5,2,3,512,0
5,297150.0,0,1,16,4,0,0,4,1.0,2.0,1,1,512,0
0,500115.0,0,1,16,5,0,3,4,3.0,5.0,2,3,1024,0
3,286615.0,2,1,16,6,0,2,4,2.0,3.5,1,1,512,0
0,729715.0,2,1,32,5,0,3,4,3.0,2.5,2,4,1024,0
4,439054.0,0,1,16,5,0,3,4,2.0,4.5,2,3,512,0
0,451465.0,0,1,16,3,0,3,3,3.0,3.0,1,3,1024,0
7,531996.5,2,1,16,4,0,2,4,1.0,1.5,1,1,512,0
7,218270.5,2,1,8,3,0,2,3,1.0,1.0,1,1,512,0
5,227465.0,2,1,16,5,0,2,4,0.0,1.5,1,1,512,0
5,367465.0,0,1,32,6,0,0,4,2.0,3.5,1,1,1024,0
7,339871.0,2,1,16,5,0,3,4,2.0,5.0,2,3,512,0
7,372732.5,2,1,16,5,0,3,4,2.0,2.5,2,3,512,0
6,272965.0,2,1,16,5,0,2,4,2.0,5.0,1,2,512,0
3,554715.0,2,0,16,5,0,3,4,2.0,5.0,2,3,1024,0
6,244965.0,2,1,16,5,0,2,4,2.0,5.0,1,2,512,0
5,376215.0,0,1,32,6,0,0,4,2.0,5.0,2,2,1024,0
3,125965.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
8,241496.5,2,0,16,4,0,2,4,0.0,1.5,1,1,512,0
4,381612.0,2,1,16,3,0,3,4,2.0,5.0,1,3,1024,0
6,402465.0,0,1,16,5,0,3,4,3.0,5.0,2,3,1024,0
8,279996.5,2,0,16,4,0,2,4,0.0,2.0,1,2,512,0
7,374139.5,2,1,16,5,0,3,4,2.0,5.0,1,3,512,0
8,241465.0,2,0,8,4,0,2,4,0.0,1.5,1,2,512,0
8,237965.0,2,0,8,4,0,2,4,1.0,1.5,1,2,512,0
0,262465.0,2,1,16,3,0,3,4,1.0,2.5,2,3,1024,0
0,507465.0,2,1,32,6,1,2,4,3.0,2.5,1,2,1024,0
6,185465.0,0,0,8,5,0,3,4,1.0,3.5,1,3,512,0
0,267715.0,2,0,16,3,1,3,4,1.0,2.5,1,3,512,0
4,181398.0,2,1,16,3,0,2,4,1.0,4.0,1,2,512,0
3,156765.0,0,1,8,6,0,0,4,1.0,4.0,1,1,512,0
6,202965.0,2,1,16,3,0,2,4,2.0,1.0,1,2,1024,0
4,150157.0,2,1,8,3,0,2,4,0.0,4.0,1,1,256,0
3,232365.0,2,0,16,6,0,2,4,1.0,4.5,1,2,512,0
8,293965.0,2,0,16,4,0,2,4,2.0,1.5,1,2,512,0
6,209965.0,2,1,16,5,0,2,4,1.0,1.0,1,2,512,0
3,520415.0,2,0,16,5,0,3,4,3.0,5.5,1,3,1024,0
6,144221.0,2,1,8,3,0,2,4,1.0,4.0,1,1,512,0
0,150465.0,0,1,8,6,0,0,4,1.0,4.0,1,1,512,0
3,524965.0,2,0,16,5,0,3,4,2.0,5.0,1,3,1024,0
5,124215.0,2,1,8,3,0,2,4,0.0,3.5,1,1,512,0
5,138876.5,0,1,8,5,0,0,4,1.0,3.0,1,2,512,0
0,204834.0,2,0,16,3,0,2,4,1.0,2.5,2,2,512,0
0,244965.0,2,1,16,3,0,3,4,2.0,2.5,1,3,1024,0
5,227465.0,0,1,16,5,0,3,4,1.0,3.5,1,3,512,0
4,276370.5,2,0,16,6,0,2,4,1.0,4.0,2,1,512,0
3,181965.0,2,1,8,3,0,2,4,1.0,4.5,1,1,512,0
5,185115.0,2,1,16,6,0,2,4,1.0,2.0,1,1,512,0
0,244965.0,2,0,16,3,0,3,4,1.0,2.5,2,3,512,0
6,220465.0,2,1,16,5,0,2,4,1.0,4.0,1,2,512,0
0,234465.0,0,1,16,5,0,3,4,2.0,3.0,1,3,512,0
3,125965.0,2,0,16,3,0,2,4,1.0,4.0,1,2,512,0
6,489965.0,2,1,32,6,0,2,4,2.0,1.5,2,2,1024,0
8,636965.0,2,0,32,6,1,2,4,2.0,5.0,1,2,1024,0
8,241496.5,2,0,16,6,1,2,4,2.0,5.0,2,2,512,0
8,258965.0,2,0,16,4,0,2,4,1.0,1.5,1,2,512,0
6,199465.0,2,1,16,5,0,2,4,1.0,1.0,1,2,1024,0
5,125965.0,0,1,8,3,0,0,4,0.0,2.5,1,1,512,0
0,339465.0,2,0,16,6,1,2,4,1.0,1.0,2,2,1024,0
6,524965.0,2,0,32,6,0,2,4,2.0,1.5,1,2,1024,0
0,360465.0,2,1,16,6,1,2,4,1.0,1.0,2,2,1024,0
5,173215.0,2,0,8,3,0,2,4,0.0,4.5,2,1,512,0
0,339465.0,2,0,16,6,1,2,4,1.0,1.0,1,2,1024,0
4,184096.5,2,1,8,3,0,2,1,1.0,4.0,1,1,512,0
5,118965.0,2,1,8,3,0,2,4,0.0,3.0,1,1,256,0
4,398965.0,0,0,16,5,0,0,4,2.0,5.0,2,1,1024,0
5,220850.0,0,0,16,4,0,0,4,1.0,2.0,1,1,512,0
5,295715.0,2,1,16,5,0,3,4,1.0,2.5,1,3,512,0
4,358715.0,2,0,16,3,0,3,4,2.0,5.0,1,3,1024,0
6,223965.0,2,1,8,3,0,3,4,1.0,4.0,1,3,512,0
5,171465.0,2,0,8,3,0,2,4,0.0,4.0,1,1,512,0
6,286965.0,2,1,16,3,0,3,4,1.0,4.5,1,3,512,0
5,188296.5,2,1,8,3,0,2,1,1.0,4.0,1,1,512,0
6,559965.0,2,1,16,5,0,3,4,3.0,2.0,2,4,1024,0
6,524965.0,2,1,16,5,0,3,4,2.0,2.0,2,4,1024,0
6,255465.0,2,1,16,5,0,3,4,1.0,1.5,1,3,512,0
5,353465.0,2,1,16,6,1,2,4,1.0,2.5,1,2,1024,0
6,279965.0,2,0,16,5,0,3,4,2.0,1.5,1,3,512,0
6,216965.0,2,1,16,3,0,3,4,1.0,1.5,1,3,512,0
4,251965.0,2,0,16,5,0,2,4,1.0,4.0,1,2,512,0
6,293965.0,2,1,16,3,0,3,4,1.0,1.5,1,3,1024,0
6,290465.0,2,1,16,3,0,3,4,1.0,1.5,1,3,512,0
6,279615.0,2,1,16,3,0,3,4,2.0,2.0,1,3,512,0
6,248465.0,2,1,16,3,0,3,4,1.0,1.5,1,3,512,0
6,283465.0,2,1,16,3,0,3,4,2.0,1.5,1,3,512,0
6,269465.0,2,1,16,3,0,3,4,1.0,1.5,1,3,512,0
6,286965.0,2,1,16,3,0,3,4,2.0,2.0,1,3,512,0
6,304465.0,2,1,16,3,0,3,4,2.0,1.5,1,3,512,0
5,300965.0,2,0,16,3,0,2,4,2.0,4.5,1,2,1024,0
5,353465.0,0,0,16,5,0,3,4,2.0,3.5,1,3,512,0
3,305445.0,2,0,16,6,0,2,4,1.0,4.0,1,2,512,0
5,391475.0,0,0,16,5,0,3,4,2.0,3.5,1,3,1024,0
6,363965.0,2,1,16,3,0,3,4,2.0,2.0,1,3,1024,0
1,157465.0,0,1,16,3,0,0,4,2.0,3.5,1,1,1024,0
0,699965.0,2,1,16,5,0,3,4,3.0,1.5,2,4,1024,0
4,437465.0,2,0,16,5,0,3,4,2.0,5.0,2,3,1024,0
0,769965.0,2,1,32,6,0,3,4,3.0,2.5,2,4,1024,0
0,500465.0,0,1,16,5,0,3,4,3.0,4.0,1,4,1024,0
0,314965.0,0,0,16,6,1,0,4,1.0,3.5,1,1,1024,0
5,206465.0,2,1,16,5,0,2,4,1.0,4.5,2,1,512,0
5,440615.0,2,1,16,5,0,3,4,2.0,2.5,1,3,512,0
5,321996.5,2,0,16,3,0,2,4,2.0,4.0,1,2,512,0
5,169680.0,0,1,16,3,0,0,4,2.0,2.0,1,1,512,0
5,437115.0,2,0,16,6,1,2,4,2.0,3.5,1,2,1024,0
5,118965.0,2,1,8,3,0,2,4,0.0,3.5,1,1,512,0
5,377965.0,2,1,32,6,1,2,4,3.0,3.5,1,2,1024,0
6,559965.0,2,0,16,5,0,3,4,2.0,5.5,2,3,1024,0
5,1303715.0,2,1,32,5,0,3,4,3.0,2.0,2,1,1024,0
6,664965.0,2,0,32,5,0,3,4,2.0,5.5,2,4,1024,0
5,209965.0,2,1,16,3,0,2,4,2.0,1.5,1,2,512,0
5,251965.0,0,0,16,6,0,0,4,1.0,4.0,1,2,512,0
0,265965.0,2,0,16,3,0,3,4,1.0,2.5,2,3,512,0
3,745465.0,2,1,32,5,0,3,4,3.0,5.0,2,4,1024,0
5,260715.0,0,1,16,3,1,0,4,2.0,2.0,1,1,1024,0
0,839965.0,2,1,32,6,1,2,4,3.0,2.5,1,2,1024,0
0,185115.0,2,1,8,3,0,3,4,1.0,2.5,2,3,512,0
0,138250.0,2,0,8,3,0,2,4,0.0,1.0,1,1,512,0
5,277350.5,2,1,16,6,1,2,4,1.0,3.5,1,2,1024,0
3,671965.0,2,1,16,5,0,3,4,3.0,5.0,2,4,1024,0
1,297465.0,2,0,16,6,1,2,4,1.0,1.0,1,2,512,0
1,465496.5,2,1,16,5,0,3,4,2.0,1.5,2,3,1024,0
5,152215.0,2,1,8,3,0,2,1,1.0,4.0,1,2,512,0
5,276465.0,2,1,16,5,0,3,4,1.0,2.5,1,3,512,0
5,339465.0,2,0,16,3,0,2,4,2.0,5.0,1,2,512,0
6,349965.0,0,1,16,5,0,3,4,2.0,3.0,1,3,1024,0
6,272965.0,0,1,16,5,0,3,4,1.0,3.5,1,3,512,0
6,209965.0,0,1,16,5,0,3,4,1.0,3.5,1,3,512,0
6,251965.0,0,1,16,5,0,3,4,1.0,3.5,1,3,512,0
5,194215.0,2,1,8,3,0,2,4,1.0,4.0,1,2,512,0
5,542465.0,2,0,16,5,0,3,4,2.0,3.5,2,3,1024,0
6,307965.0,0,1,16,5,0,3,4,2.0,3.0,1,3,1024,0
6,272965.0,2,1,16,6,0,2,4,1.0,4.0,1,2,512,0
0,97965.0,2,0,8,3,0,2,4,0.0,2.0,1,1,512,0
5,612465.0,2,0,16,5,0,3,4,3.0,4.0,2,3,1024,0
1,552996.5,2,1,16,5,0,3,4,2.0,1.5,2,1,1024,0
5,594923.0,2,1,16,5,0,3,4,2.0,2.5,2,3,1024,0
4,129465.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
5,694715.0,2,0,32,5,0,3,4,3.0,4.0,2,4,1024,0
1,629996.5,2,1,16,5,0,3,4,3.0,1.5,2,4,1024,0
1,157496.5,0,1,16,3,0,0,4,2.0,2.0,1,1,512,0
7,197715.0,2,1,8,4,0,2,4,1.0,2.0,2,1,512,0
0,629965.0,2,0,16,6,1,2,4,1.0,1.0,1,2,1024,0
7,206465.0,2,1,16,4,0,2,4,1.0,2.0,2,1,512,0
7,197715.0,2,1,16,4,0,2,4,1.0,2.0,1,1,512,0
5,127746.5,2,1,8,3,0,2,4,0.0,3.5,1,1,512,0
5,507465.0,2,0,16,5,0,3,4,2.0,3.5,2,3,1024,0
1,332465.0,2,1,16,6,1,2,4,2.0,1.5,1,2,1024,0
5,370296.5,2,0,32,6,1,2,4,2.0,3.5,1,2,1024,0
0,279965.0,2,0,16,3,0,2,4,0.0,1.5,1,1,512,0
0,535465.0,2,1,16,6,1,2,4,2.0,1.5,1,1,1024,0
6,664965.0,2,1,32,6,1,3,4,3.0,5.0,2,3,1024,0
5,587965.0,2,0,16,5,0,3,4,2.0,3.5,2,4,1024,0
4,146965.0,0,0,16,3,0,0,4,1.0,3.0,1,1,512,0
7,190715.0,2,1,8,4,0,2,4,1.0,2.0,1,1,512,0
5,384965.0,2,0,16,5,0,2,4,2.0,2.0,1,1,512,0
5,440996.5,2,1,16,6,0,3,4,2.0,2.0,1,4,512,0
4,145250.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
6,419965.0,2,0,16,6,0,2,4,2.0,5.0,2,2,1024,0
1,111996.5,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
1,150465.0,2,1,8,6,0,2,0,0.0,2.0,1,1,256,0
4,274715.0,0,1,8,4,0,0,4,1.0,4.0,1,1,512,0
5,248465.0,2,0,16,5,0,3,4,1.0,3.0,1,3,512,0
5,329665.0,0,0,16,6,1,0,4,2.0,2.5,1,2,1024,0
6,262500.0,2,1,16,3,0,2,4,2.0,5.0,1,2,1024,0
0,598465.0,2,1,32,6,1,2,4,2.0,1.5,1,1,1024,0
5,223965.0,2,0,16,5,0,3,4,1.0,3.5,1,3,512,0
0,605465.0,2,1,32,6,1,2,4,2.0,1.5,1,1,1024,0
4,237996.5,0,1,16,3,0,0,4,2.0,4.0,1,1,512,0
0,556465.0,2,1,16,6,1,2,4,2.0,1.5,1,1,1024,0
8,381465.0,2,0,16,6,1,2,4,0.0,1.5,1,1,512,0
4,251296.5,2,0,8,3,0,2,1,1.0,4.0,1,2,512,0
8,461965.0,2,0,16,6,1,2,4,1.0,4.0,1,2,512,0
1,332465.0,0,1,8,5,0,3,4,2.0,3.5,2,3,512,0
1,132965.0,2,0,8,6,0,2,4,0.0,2.0,1,1,512,0
1,113711.5,2,0,8,6,0,2,4,0.0,2.0,1,1,512,0
5,178465.0,0,0,16,3,0,0,4,2.0,2.0,1,1,512,0
5,90996.5,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
8,384965.0,2,1,16,6,1,2,4,1.0,4.0,2,2,512,0
4,197620.5,0,1,16,3,0,0,4,1.0,4.5,1,1,512,0
3,227496.5,2,0,8,6,0,2,4,0.0,1.5,1,2,1024,0
5,346500.0,2,1,8,4,1,2,3,1.0,1.5,1,1,1024,0
4,685965.0,2,0,32,6,1,2,4,2.0,5.0,2,2,1024,0
0,269496.5,2,0,16,3,0,3,4,2.0,2.5,1,3,1024,0
0,241150.0,2,0,16,3,0,3,4,1.0,2.5,2,3,512,0
3,124215.0,2,0,8,3,0,2,4,0.0,4.0,1,1,512,0
